id,risk,category,keys
51281,1+,6,s0195833 cp1da 45 22 cp1d freeze geo101e ok mirroring disabled
51282,1+,6,s0195835 cp1ea 30 22 cp1e freeze geo101e ok mirroring disabled
51283,1+,6,s0195836 cp1ca 22 15 cp1c freeze geo101e ok mirroring disabled
51284,1+,6,s0195834 cp1fa 22 cp1f freeze geo101e ok mirroring disabled 00
51285,1+,6,stc07670 cpka cpkaa 20 57 geo101e freeze mirroring ok disabled
51286,1+,6,stc07313 cpkb cpkba 19 44 geo101e freeze ok mirroring disabled
51287,1+,6,s0195831 cp1aa 18 16 cp1a geo101e freeze mirroring ok disabled
51288,1+,6,s0195832 cp1ba cp1b 18 freeze geo101e ok mirroring disabled 00
51289,1+,6,s0195833 cp1da 45 17 cp1d freeze geo101e ok mirroring disabled
51290,1+,6,s0195835 cp1ea 30 17 cp1e freeze geo101e ok mirroring disabled
51291,1+,6,s0195836 cp1ca 15 17 cp1c geo101e freeze ok mirroring disabled
51292,1+,6,s0195834 cp1fa 17 cp1f freeze geo101e ok mirroring disabled 00
51293,1+,6,stc07670 cpka cpkaa 57 15 freeze geo101e mirroring ok disabled
51294,1+,6,stc07313 cpkb cpkba 44 14 freeze geo101e mirroring ok disabled
51295,1+,6,s0195831 cp1aa 16 13 cp1a geo101e freeze ok mirroring disabled
51296,1+,6,s0195832 cp1ba cp1b 13 freeze geo101e ok mirroring disabled 00
51297,1+,6,s0195833 cp1da 45 cp1d freeze geo101e ok mirroring disabled status
51298,1+,6,s0195835 cp1ea 30 cp1e freeze geo101e ok mirroring disabled status
51299,1+,6,s0195836 cp1ca 15 cp1c freeze geo101e ok mirroring disabled status
51300,1+,6,s0195834 cp1fa cp1f freeze geo101e mirroring ok disabled 00 status
51301,1+,6,stc07670 cpka cpkaa 57 10 geo101e freeze mirroring ok disabled
51302,1+,6,stc07313 cpkb cpkba 08 10 freeze geo101e mirroring ok disabled
51303,1+,6,stc07313 cpkb cpkba 09 44 freeze geo101e mirroring ok disabled
51304,1+,6,s0195831 cp1aa 16 08 cp1a freeze geo101e ok mirroring disabled
51305,1+,6,s0195832 cp1ba cp1b 08 freeze geo101e mirroring ok disabled 00
51306,1+,6,s0195833 cp1da 45 07 cp1d geo101e freeze ok mirroring disabled
51307,1+,6,s0195835 cp1ea 30 cp1e 07 geo101e freeze ok mirroring disabled
51308,1+,6,s0195836 cp1ca 15 cp1c 07 geo101e freeze ok mirroring disabled
51309,1+,6,s0195834 cp1fa cp1f 07 freeze geo101e ok mirroring disabled 00
51310,1+,6,stc07670 cpka cpkaa 57 geo101e freeze ok mirroring disabled status
51311,1+,6,stc07313 cpkb cpkba 44 freeze geo101e ok mirroring disabled status
51312,1+,6,s0195831 cp1aa 16 cp1a geo101e freeze ok mirroring disabled status
51313,1+,6,s0195832 cp1ba cp1b freeze geo101e mirroring ok disabled 00 status
51314,1+,6,s0195833 cp1da 45 cp1d freeze geo101e ok mirroring disabled status
51315,1+,6,s0195835 cp1ea 30 cp1e freeze geo101e ok mirroring disabled status
51316,1+,3,j0139595 tslmvu 46 15 cp1f datasets segment max has bancs
51317,1+,3,j0139595 tsspyo 46 15 cp1f datasets segment max has bancs
51318,1+,3,j0139595 tssafe 21 46 15 cp1f segment max datasets has
51319,1+,1,j0139595 76 159 38 tsgect cp1f 14 part inuse partition
51320,1+,1,j0139595 251 80 39 tsgect cp1f 14 inuse part partition
51321,1+,1,j0139595 243 70 38 tsgect cp1f 14 part inuse partition
51322,1+,1,j0139595 71 252 39 tsgect cp1f 14 part inuse partition
51323,1+,1,j0139595 74 126 38 tsgect cp1f 14 part inuse partition
51324,1+,1,j0139595 71 87 37 tsgect cp1f 14 part inuse partition
51325,1+,1,j0139595 79 98 37 tsgect cp1f 14 part inuse partition
51326,1+,5,j0139681 na100006 18 cp1c sets waiting ief099i job data for
51327,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 09 44 ok mirroring
51328,1+,6,stc07313 cpkb cpkba 09 44 freeze geo101e ok mirroring disabled
51329,1+,6,stc07313 cpkb 36 cpkba 09 freeze geo101e mirroring ok disabled
51330,1+,6,s0195831 cp1aa 16 08 cp1a freeze geo101e ok mirroring disabled
51331,1+,6,s0195832 cp1ba cp1b 08 freeze geo101e mirroring ok disabled 00
51332,1+,6,s0195833 cp1da 45 07 cp1d geo101e freeze ok mirroring disabled
51333,1+,6,s0195835 cp1ea 30 cp1e 07 geo101e freeze ok mirroring disabled
51334,1+,6,s0195836 cp1ca 15 cp1c 07 geo101e freeze ok mirroring disabled
51335,1+,6,s0195834 cp1fa cp1f 07 freeze geo101e ok mirroring disabled 00
51336,1+,6,stc07670 cpka cpkaa 57 geo101e freeze ok mirroring disabled status
51337,1+,6,stc07313 cpkb cpkba 44 freeze geo101e ok mirroring disabled status
51338,1+,3,j0139558 cgen245p 24 eiss cp1d segment max datasets has 04
51339,1+,3,j0139558 cgen263p 22 eiss cp1d segment max datasets has 04
51340,1+,3,j0139558 cgen246p 21 eiss cp1d datasets segment max has 04
51341,1+,3,j0139558 cgen050p eiss cp1d datasets segment max has 04 dba
51342,1+,6,s0195831 cp1aa 16 cp1a geo101e freeze ok mirroring disabled status
51343,1+,6,s0195832 cp1ba cp1b geo101e freeze mirroring ok disabled 00 status
51344,1+,6,s0195833 cp1da 45 cp1d geo101e freeze ok mirroring disabled status
51345,1+,6,s0195835 cp1ea 30 cp1e freeze geo101e ok mirroring disabled status
51346,10+,4,gbp21 dsnb325a critical s0129637 dp81 dsnb1cne there shortage space pool
51347,1+,5,j0144317 g01s663b 23 46 cp1c waiting ief099i sets job data
51348,10+,4,15738 ss160004 d556d5bf1ad3 s0129621 dp51appl dp51 utility luwid checkpoints dsnrpbcw
51349,10+,4,snf session 16 18 bkchitmm rma bocoub s0189611 msif determined
51350,100+,4,swint waitreference sendreferenceval 38797792 502281 83271 snl53057 t16 swiftrequestref waitresponse
51351,100+,4,swint sendreferenceval waitreference snl16547 10289788 107495 666324 06 t16 xml
51352,100+,4,swint sendreferenceval waitreference 22806968 502675 82887 06 snl53057 t16 swiftnet
51353,10+,4,snf session 37 file s0199520 08 bkchcnbj determined dnfo1709e bocou01
51354,1+,7,c4041215 a2105 b1 fb etqd2041 et prdc64r lveq dataset cp2b
51355,1+,5,j0159140 p1zosdl 54 44 cp1c ief099i waiting sets job data
51356,10+,4,bzcicsjobs0 s0048685 condcode abend code all jobname smfmrgci or cp3c
51357,1+,5,j0082980 tmz60000 cp2b 48 17 sets ief099i waiting job data
51358,10+,4,s0129634 gbp3 dp41 dsnb319a dsnb1cne there shortage space pool in
51359,1+,5,j0151692 smfmrgci cp3b 02 ief099i sets waiting job data for
51360,1+,5,j0156430 smfmrgci cp1e 02 ief099i sets waiting job data for
51361,10+,4,previous the d556f14ccb32000000 s0177136 gbp2 dp1c dec exist dsnb356i page
51362,1+,4,s0129637 dp81 gbp32k1 dsnb319a dsnb1cne shortage there space pool in
51363,1+,5,j0114174 c4card00 cp2c 42 55 02 waiting sets ief099i job
51364,1+,5,j0169506 p1cicsdl 37 14 cp1e 02 ief099i sets waiting job
51365,10+,4,p1cics bzcicsjobs0 s0129908 condcode abend code all jobname or 33
51366,1+,5,j0168995 g01s506b 53 23 cp1d 02 ief099i waiting sets job
51367,1+,5,j0157957 rmfrptd3 cp3b 15 00 02 ief099i waiting sets job
51368,1+,5,j0175356 a01s766b 53 35 cp1f sets waiting ief099i job data
51369,1+,5,j0175242 axbkout 46 44 cp1e sets waiting ief099i job data
51370,1+,3,j0174663 tsspyo 14 cp1c 07 max segment datasets has bancs
51371,1+,3,j0174663 tslmvu 14 cp1c 07 datasets max segment has bancs
51372,1+,3,j0174663 tssafe 14 cp1c 07 max segment datasets has bancs
51373,1+,3,j0174725 cgen050p eiss cp1d max datasets segment has 04 05
51374,1+,3,j0174725 cgen246p eiss cp1d max datasets segment has 04 05
51375,1+,3,j0174725 max datasets sysjob cgen245p 32 24 eiss cp1d segment
51376,1+,3,j0174725 cgen263p 22 eiss cp1d max datasets segment has 04
51377,1+,5,dedpnl31 j0195687 cp3d 43 06 sets ief099i waiting job data
51378,1+,5,j0013470 dedppt31 cp3c 24 08 44 waiting sets ief099i job
51379,1+,7,s0044205 extents parmlib bsoextpdss0 exts sys0 mlib set cp2c cp2d
51380,10+,4,130416 d55758960746 tf003302 dp81appl s0129637 10 dp81 batch luwid uncommitted
51381,1+,5,j0182261 ixoutbkx 47 cp1f 10 ief099i waiting sets job data
51382,10+,4,db2jcc wasdb2u id 10999 appli distserv ic22 1289 gb030205 d5577c464a22
51383,1+,5,db2061 j0011622 30 16 cp1f sets ief099i waiting job data
51384,1+,5,j0030103 g0chk03b 22 19 cp1c ief099i sets waiting job data
51385,1+,3,j0031966 tssafe 18 22 15 cp1e segment max datasets has
51386,1+,3,j0031966 tsspyo 18 15 cp1e segment datasets max has bancs
51387,1+,3,j0031966 tslmvu 18 15 cp1e datasets segment max has bancs
51388,1+,1,j0031966 71 252 tsgect 14 cp1e part inuse partition bancs
51389,1+,1,j0031966 74 126 tsgect 14 cp1e part inuse partition 03
51390,1+,1,77 j0031966 159 tsgect 14 cp1e inuse part partition 04
51391,1+,1,j0031966 79 98 tsgect 14 cp1e part inuse partition 03
51392,1+,1,j0031966 251 80 tsgect 14 cp1e inuse part partition bancs
51393,1+,1,j0031966 243 70 tsgect 14 cp1e inuse part partition 04
51394,1+,1,pu supported gen j0031966 71 87 tsgect 14 cp1e part
51395,1+,5,j0032029 na100006 cp1f 07 ief099i sets waiting job data for
51396,1+,3,j0031914 cgen245p 24 eiss cp1e datasets max segment has 04
51397,1+,3,j0031914 cgen050p eiss cp1e segment max datasets has 04 dba
51398,1+,3,j0031914 cgen246p 21 eiss cp1e max datasets segment has 04
51399,1+,3,j0031914 cgen263p 22 eiss cp1e segment max datasets has 04
51400,1+,5,j0044043 g01s663b 51 23 08 cp1f ief099i waiting sets job
51401,10+,4,135340 d5580c79bf54 s0129621 dp51appl dp51 me980000 db2call luwid after uncommitted
51402,1+,5,j0049304 p1zosdl 30 40 cp1c sets waiting ief099i job data
51403,1+,5,j0152186 tmz60000 cp2a 34 56 ief099i waiting sets job data
51404,1+,7,tpgl0027 pr5100 tmgl5100 t00 glxx b1 split prddedpr dataset ios080i
51405,1+,5,j0065237 smfmrgci cp3b sets ief099i waiting job data 03 for
51406,1+,5,j0048538 01 smfmrgci cp1e ief099i sets waiting job data for
51407,1+,7,c404132c bfb a3212 a5 etqd2041 et prdc64r lveq dataset cp2a
51408,1+,5,j0053395 p1cicsdl 17 cp1e 07 02 ief099i sets waiting job
51409,1+,5,j0063750 g01s506b 08 cp1e 07 sets waiting ief099i job data
51410,1+,9,entrpymv0033 minutes 105 107 cip1ka32 connection istconn mer 142 s0178019
51411,1+,9,107 connection istconn mer 142 s0178019 prm mq2a mqga 123
51412,1+,5,j0088279 dedpg1s5 cp3d 13 ief099i waiting sets job data 04
51413,1+,5,j0088216 dedpdeu4 cp3d 50 31 ief099i sets waiting job data
51414,1+,7,ce4 am202663 am300026 temp s01 prdc64r lveq dataset 70 ios080i
51415,1+,5,j0066749 a01s766b 18 28 cp1d ief099i sets waiting job data
51416,1+,5,j0066611 axbkout 16 59 cp1c sets waiting ief099i job data
51417,1+,3,j0066319 tssafe 37 22 08 cp1f segment max datasets has
51418,1+,3,j0066319 tsspyo 37 08 cp1f segment max datasets has bancs
51419,1+,3,j0066319 tslmvu 37 08 cp1f segment max datasets has bancs
51420,1+,1,j0066319 71 252 51 06 tsgect cp1f part inuse partition
51421,1+,1,j0066319 251 80 50 06 tsgect cp1f part inuse partition
51422,1+,1,77 j0066319 159 49 06 tsgect cp1f part inuse partition
51423,1+,1,j0066319 74 126 48 06 tsgect cp1f part inuse partition
51424,1+,1,j0066319 71 87 47 06 tsgect cp1f part inuse partition
51425,1+,1,j0066319 79 98 48 06 tsgect cp1f part inuse partition
51426,1+,3,j0066379 cgen050p eiss cp1e segment max datasets has 04 05
51427,1+,3,j0066379 cgen245p 24 eiss cp1e max segment datasets has 04
51428,1+,3,j0066379 cgen246p 13 eiss cp1e segment max datasets has 04
51429,1+,3,j0066379 cgen263p 22 13 eiss cp1e segment max datasets has
51430,1+,3,j0066379 cgen048p eiss cp1e segment max datasets has 04 05
51431,1+,5,j0067756 g00s077b 30 55 06 cp1c sets waiting ief099i job
51432,1+,5,j0068251 g01s260b 30 cp1c 07 ief099i sets waiting job data
51433,1+,5,j0068247 g01s192b 30 07 cp1d ief099i sets waiting job data
51434,1+,7,s0044205 sys0 exts extents parmlib bsoextpdss0 mlib set cp2c cp2d
51435,100+,4,g02s121b ca160117 txnh j0070666 ad wp5208 via scratch h20 host
51436,10+,4,dp2y gbp0 s0059824 dsnb319a dsnb1cne shortage there space pool buffer
51437,10+,4,tf000102 d558a2c68dcf 131274 s0129634 dp41appl dp41 batch luwid uncommitted warning
51438,1+,5,joinkey j0075525 31 34 15 cp1e ief099i sets waiting job
51439,10+,4,start dnff4095i synchronization 120 seconds will rp bkchau2sa 44 14
51440,10+,4,fsm dnff4068i sls detected bkchau2sa signal life 44 s0189611 lt
51441,10+,4,abort code s0189605 dnff4079i al server diagnostic us007 bkchau2sa requested
51442,10+,4,abort code accepted sfd dnff4141i internal us007 bkchau2sa diagnostic life
51443,10+,4,abort code 41 28 sfd accepted internal dnff4141i bkchau2aa diagnostic
51444,10+,4,41 29 synchronization start dnff4095i 120 seconds bkchau2aa rp will
51445,10+,4,abort code 41 28 al s0189605 dnff4079i server bkchau2aa diagnostic
51446,1+,3,j0079683 tsspyo 45 cp1f 14 segment max datasets has bancs
51447,1+,3,j0079683 tssafe 45 22 cp1f 14 segment max datasets has
51448,1+,3,j0079683 tslmvu 45 cp1f 14 segment max datasets has bancs
51449,1+,1,77 j0079683 159 41 13 tsgect cp1f part inuse partition
51450,1+,1,j0079683 74 126 41 13 tsgect cp1f part inuse partition
51451,1+,1,j0079683 71 252 42 13 tsgect cp1f inuse part partition
51452,1+,1,j0079683 251 80 41 13 tsgect cp1f inuse part partition
51453,1+,1,j0079683 243 70 41 13 tsgect cp1f inuse part partition
51454,1+,1,j0079683 79 98 40 13 tsgect cp1f inuse part partition
51455,1+,1,j0079683 71 87 40 13 tsgect cp1f part inuse partition
51456,1+,5,j0079761 na100006 37 cp1f waiting sets ief099i job data for
51457,1+,3,j0079653 cgen263p 22 eiss cp1d datasets max segment has 04
51458,1+,3,j0079653 cgen246p 21 eiss cp1d datasets segment max has 04
51459,1+,3,j0079653 cgen048p eiss cp1d segment datasets max has 04 sysjob
51460,1+,3,j0079653 cgen245p 24 eiss cp1d segment datasets max has 04
51461,1+,3,j0079653 cgen050p eiss cp1d segment datasets max has 04 sysjob
51462,10+,4,hyperswap 00 ibmse11 20181209 user by disabled s0195832 at geo551i
51463,10+,4,3027 s0092303 运行 ief238d 生产 相关 系统管理 reply 值班人员 cancel
51464,10+,4,3027 s0092303 运行 ief238d 生产 相关 系统管理 reply 值班人员 cancel
51465,10+,4,bbsgpr bzmvbbpass0 jobname 55 cp1f war cp1a 00 status 02
51466,1+,9,bps qp1s s0048456 swifti csqxrctl chl cp3c 49 50 csqx599e
51467,1+,4,eec2ac1a s0007540 cp2a cp2b persisting puname ip remote bneepuacts0 state
51468,1+,4,cp2b eec2bc1a s0007540 persisting ip remote puname bneepuacts0 state 49
51469,1+,4,cp3a eecp3c1a s0048551 52 persisting ip puname remote bneepuacts0 state
51470,1+,4,eecp3c1a s0048551 52 persisting cp3a ip puname remote bneepuacts0 cp3c
51471,1+,9,swiftlnk s0177454 qwp2 swifti csqxrctl chl 49 csqx599e abnormally ended
51472,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51473,1+,4,cp2b eec2bc1a s0007540 persisting ip remote puname bneepuacts0 state 48
51474,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51475,1+,9,qpy2 s0092109 qm55 chl1 csqxrctl qr 48 to csqx599e abnormally
51476,1+,4,cp2b eec2bc1a s0007540 persisting ip remote puname bneepuacts0 state 47
51477,1+,4,eecp3c1a s0048551 53 persisting cp3a bneepuacts0 ip remote puname cp3c
51478,1+,4,cp3a eecp3c1a s0048551 53 persisting puname ip remote bneepuacts0 state
51479,1+,9,qpy1 s0092108 chn1 qm93 csqxrctl qr 41 to csqx599e abnormally
51480,1+,9,qpy1 chn2 s0092108 qmdd csqxrctl qr 41 to csqx599e abnormally
51481,1+,9,qpy1 chn2 s0092108 qm93 csqxrctl qr 41 to csqx599e abnormally
51482,1+,9,qpy1 s0092108 qmdd chn1 csqxrctl qr 41 to csqx599e abnormally
51483,1+,9,qpy1 chl2 s0092108 qmdd csqxrctl qr to csqx599e abnormally ended
51484,1+,9,qpy1 s0092108 qmdd chl1 csqxrctl qr to csqx599e abnormally ended
51485,1+,9,qpy1 s0092108 qm93 chl1 csqxrctl qr to csqx599e abnormally ended
51486,1+,4,eecp3c1a s0048551 persisting cp3a ip puname remote bneepuacts0 cp3c state
51487,1+,4,cp3a eecp3c1a s0048551 persisting ip remote puname bneepuacts0 state 54
51488,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51489,1+,4,cp2b eec2bc1a s0007540 persisting ip remote puname bneepuacts0 state 46
51490,1+,4,cp2b ist924i starte ist2192i eec2bc1a 00 s0007540 persisting ip puname
51491,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51492,1+,9,qpy2 s0127285 qm55 chl1 qr to csqx599e abnormally ended 45
51493,1+,4,cp3a eecp3c1a s0048551 persisting ip remote puname bneepuacts0 state 54
51494,1+,4,eecp3c1a s0048551 persisting cp3a ip puname remote bneepuacts0 cp3c state
51495,1+,9,qpy2 s0127285 qm93 chl1 qr to csqx599e abnormally ended 45
51496,1+,4,cp2b eec2bc1a s0007540 persisting ip remote puname bneepuacts0 state 22
51497,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51498,1+,9,qpy1 s0127288 qm55 chl1 qr 46 43 to csqx599e ended
51499,1+,9,qpy1 s0127288 qmdd chl1 qr 46 43 to csqx599e ended
51500,1+,9,qpy1 s0127288 chn1 qm93 qr 46 43 to csqx599e ended
51501,1+,9,qpy1 s0127288 qm93 chl1 qr 46 43 to csqx599e ended
51502,1+,9,qpy1 s0127288 qmdd chn1 qr 46 43 to csqx599e ended
51503,1+,9,qpy1 s0127288 chn1 qm55 qr 46 43 to csqx599e ended
51504,1+,4,eecp3c1a s0048551 persisting cp3a ip puname remote bneepuacts0 cp3c state
51505,1+,4,cp3a eecp3c1a s0048551 ip remote puname bneepuacts0 state 42 55
51506,1+,4,cp2b ist924i starte ist2192i eec2bc1a 00 s0007540 persisting puname bneepuacts0
51507,1+,4,eec2ac1a s0007540 cp2a cp2b persisting ip puname remote bneepuacts0 state
51508,1+,4,cp2b ist1495i route ist314i alternate sscpcp1a available end eec2bc1a no
51509,1+,4,eec2ac1a s0007540 cp2a cp2b ip remote puname bneepuacts0 state 42
51510,10+,4,the s0092089 terminate qrphy1 asn0574e it mq program started websphere
51511,1+,4,eecp3c1a s0048551 persisting cp3a ip puname remote bneepuacts0 41 cp3c
51512,1+,4,eecp3c1a s0048551 cp3a bneepuacts0 ip remote puname 39 cp3c state
51513,1+,4,cp3a eecp3c1a s0048551 ip remote puname bneepuacts0 39 state 56
51514,1+,9,qps2 141 35 s0127284 qm93 chl1 qr 11 39 to
51515,1+,9,146 qps1 35 s0127290 chn1 qm55 qr 11 54 37
51516,1+,9,151 qps1 35 s0127290 qmdd chl1 qr 51 11 37
51517,100+,4,stc07342 sscpcp1a ist1196i tgn appn inactive cpkb bochqp 37 connection
51518,1+,9,connection qmsbps gw bps 69 121 qp1s s0048456 swifti 36
51519,1+,9,connection qmsbps gw 69 swiftlnk 121 s0177454 qwp2 swifti csqxrctl
51520,1+,9,bps 69 121 qp1s s0048456 swifti 51 chl cp3c 123
51521,1+,9,wbifnhk wbifnbj s0177454 qwp2 csqxrctl chl csqx599e ended abnormally 24
51522,10+,4,s0129908 bzasldpsvs0 ldpsrv jobname 43 19 cp1c cp1d 00 status
51523,10+,4,s0129908 bzasldpsvs0 ldpsrv jobname 43 19 cp1c cp1e 00 status
51524,1+,5,j0092003 smsrptp1 19 cp1a 00 sets waiting ief099i job data
51525,1+,9,connection 238 wbifnhk wbifnbj s0178013 93 qwp1 csqxrctl chl 00000000
51526,1+,9,connection 238 wbifnhk wbifnbj s0178013 93 qwp1 csqxrctl chl 00000000
51527,1+,9,connection 238 wbifnhk wbifnbj s0178013 93 qwp1 csqxrctl chl 00000000
51528,1+,9,qwp0 connection s0178013 qwp1 swifti 00000000 tcp trptype manager csqx209e
51529,1+,9,qwp0 connection s0177454 qwp2 swifti 00000000 manager tcp trptype terminated
51530,1+,9,connection qwp0 s0177454 qwp2 swifti 00000000 trptype tcp unexpectedly terminated
51531,1+,9,connection qwp0 s0178013 qwp1 swifti 00000000 trptype tcp terminated unexpectedly
51532,1+,9,qwp0 connection s0177454 qwp2 swifti 00000000 manager tcp trptype terminated
51533,1+,9,qwp0 connection 00 s0178013 qwp1 swifti 00000000 trptype manager tcp
51534,1+,9,qwp0 connection s0178013 qwp1 swifti 00000000 manager tcp trptype terminated
51535,1+,9,qwp0 connection s0177454 qwp2 swifti manager terminated unexpectedly csqx209e 18
51536,1+,9,connection 238 wbifnbj wbifnhk s0177454 93 qwp2 csqxrctl chl 00000000
51537,1+,9,connection 238 wbifnhk wbifnbj s0178013 93 qwp1 csqxrctl chl manager
51538,1+,9,connection 238 wbifnhk wbifnbj s0178013 93 qwp1 csqxrctl chl 00000000
51539,1+,9,wbnpg02 connection 238 wbifnbj wbifnhk s0178013 93 qwp1 csqxrctl chl
51540,1+,9,chl2 238 wbifnbj wbifnhk s0178013 93 qwp1 csqx599e ended abnormally
51541,1+,5,j0091938 smsrptp1 09 06 cp1a 00 sets waiting ief099i job
51542,1+,9,92 238 wbifnbj wbifnhk s0177454 chl1 qwp2 43 csqx599e ended
51543,1+,2,31 59 cp1c cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip cri
51544,1+,2,18 31 59 cp1c cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip
51545,1+,2,31 59 cp1c cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip cri
51546,1+,2,31 59 cp1d cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip cri
51547,1+,2,cp1a 18 31 59 s0092187 routestatus destinationipaddr bnroutacts0 tcpip cri
51548,1+,2,31 59 cp1d cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip cri
51549,1+,2,cp1d routestatus destinationipaddr system active 11 32 18 31 59
51550,1+,2,cp1a 31 59 s0092187 routestatus bnroutacts0 destinationipaddr tcpip cri system
51551,1+,2,cp1a 31 59 s0092187 routestatus bnroutacts0 destinationipaddr tcpip cri system
51552,1+,2,cp1a routestatus destinationipaddr system active 11 32 18 31 59
51553,1+,2,18 31 59 cp1d cp1a s0092187 routestatus destinationipaddr bnroutacts0 tcpip
51554,10+,4,db2 s0130116 closed cip1ka31 dp31 attachment dfhdb2025i disconnected subsystem from
51555,10+,4,cskl count bctaskcskls0 tranid all s0092559 57 55 cp1c 10
51556,10+,4,hyperswap 20181209 ibmse11 user by disabled 00 s0195832 at geo551i
51557,10+,4,cip1fa31 db2 57 taskno s0130257 000057 ckam cirufa userid termid
51558,10+,4,cip1fa32 db2 48 57 s0130258 dp3c dp0c dfhdb2025i disconnected attachment
51559,10+,4,cip1ft31 db2 57 s0130268 dp3c dp0c dfhdb2025i disconnected attachment subsystem
51560,1+,9,qwp2 s0177454 qwp1 01 to csqx599e abnormally ended 57 csqxresp
51561,1+,9,92 238 wbifnhk wbifnbj s0177454 chl1 qwp2 01 csqx599e abnormally
51562,1+,9,gcscdr 156 s0177454 qwp2 01 swifti chl 123 csqx599e abnormally
51563,1+,9,gcms 100 s0177454 qwp2 01 swifti chl 23 123 csqx599e
51564,1+,9,gcs 119 s0177454 qwp2 01 swifti chl 123 csqx599e ended
51565,1+,9,amlmas s0177454 qwp2 01 swifti chl csqx599e abnormally ended 57
51566,1+,9,wbifnbj wbifnhk s0177454 qwp2 01 csqxrctl chl csqx599e abnormally ended
51567,1+,9,chl2 238 wbifnbj wbifnhk s0177454 93 qwp2 01 csqx599e ended
51568,1+,9,57 murex swiftid s0177454 qwp2 01 chl 123 csqx599e ended
51569,1+,9,swiftlnk s0177454 qwp2 01 swifti chl csqx599e ended abnormally 57
51570,1+,9,ctis 112 s0177454 qwp2 01 swifti chl csqx599e ended abnormally
51571,1+,9,swiftid gupp s0177454 qwp2 01 80 chl 123 csqx599e ended
51572,1+,9,ctiso s0177454 qwp2 125 81 01 swifti chl csqx599e abnormally
51573,1+,9,65 cass 144 s0177454 qwp2 01 swifti chl 123 csqx599e
51574,1+,9,iars s0130104 88 qp31 01 chl csqx599e ended abnormally 57
51575,1+,9,rcps s0130104 bgl qp31 141 01 chl 123 18 csqx599e
51576,1+,9,v1 s0130104 165 glms qp31 01 chl csqx599e ended abnormally
51577,1+,9,istconn mer 90 s0177455 prm mq3a 01 51 123 csqx599e
51578,1+,5,j0020929 tmz60000 cp2a 50 31 ief099i sets waiting job data
51579,10+,4,s0092689 3060 值班人员 cancel 问题 生产 通知 sa390ipl ief238d 运行
51580,1+,4,cip1ka12 85 94 01 emvsused bcemvslmts0 emvs target s0092559 46
51581,1+,4,cip1ka14 85 93 01 emvs emvsused bcemvslmts0 target s0092559 46
51582,1+,4,85 cip1ka13 93 emvs emvsused 01 bcemvslmts0 target s0092559 46
51583,1+,4,cip1ka11 85 93 01 emvs emvsused bcemvslmts0 target s0092559 46
51584,1+,4,cip1ka16 85 93 01 emvs emvsused bcemvslmts0 target s0092559 46
51585,10+,4,cip1kt13 rh11 alarm cip1kt11 end lscs00h0 中断 released stat 连接
51586,10+,4,b111 cip1at11 cip1kt13 cid released 连接 中断 bcconnects0 stat net
51587,1+,4,cip1ka15 85 93 01 emvs emvsused bcemvslmts0 target s0092559 45
51588,1+,4,cip1ka17 85 93 01 bcemvslmts0 emvs emvsused target s0092559 45
51589,1+,4,bzasldpsvs0 ldpsrv jobname s0092559 06 44 cp1c cp1d status cri
51590,1+,4,bzasldpsvs0 ldpsrv jobname s0092559 06 44 cp1c cp1e status cri
51591,10+,4,count cskl bctaskcskls0 tranid all s0092559 44 cp1c 10 02
51592,1+,4,cip1ka27 emvs bcemvslmts0 emvsused target 85 s0092559 86 28 44
51593,1+,4,cip1ka26 emvs emvsused bcemvslmts0 target 26 85 s0092559 86 44
51594,1+,4,cip1ka28 emvs bcemvslmts0 emvsused target 85 s0092559 86 27 44
51595,1+,4,cip1ka25 emvs bcemvslmts0 emvsused target 85 s0092559 86 27 44
51596,1+,4,cip1ka45 emvs emvsused bcemvslmts0 target 26 85 s0092559 86 44
51597,1+,4,cip1ka42 emvs bcemvslmts0 emvsused target 85 s0092559 86 27 44
51598,1+,4,cip1ka32 emvs emvsused bcemvslmts0 target 85 s0092559 86 44 war
51599,1+,4,cip1ka34 emvsused emvs 85 86 bcemvslmts0 target 26 s0092559 44
51600,1+,4,cip1ka43 bcemvslmts0 emvs emvsused target 85 s0092559 86 28 44
51601,1+,4,cip1ka48 emvs emvsused bcemvslmts0 target 85 s0092559 86 27 44
51602,1+,4,cip1ka31 emvs emvsused bcemvslmts0 target 26 85 s0092559 86 44
51603,1+,4,cip1ka35 emvs emvsused bcemvslmts0 target 26 85 s0092559 86 44
51604,1+,4,cip1ka21 bcemvslmts0 emvsused emvs target 85 s0092559 86 27 44
