,id,summary,risk,category
233,50794,"00.17.09 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",1+,9
234,50795,"00.15.42 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",1+,9
235,50796,"00.12.46 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",1+,9
236,50797,"00.11.19 CP1E S0177454  +CSQX209E !QWP2 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",1+,9
237,50798,"00.09.51 CP1D S0178013  +CSQX209E !QWP1 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager ????) -  TRPTYPE=TCP RC=00000000",1+,9
238,50799,"00.09.41 CP1D S0178013  +CSQX209E !QWP1 CSQXRCTL Connection unexpectedly terminated, channel WBIFNBJ.WBIFNHK.CHL -  connection 21.238.3.93 -  (queue manager WBNPG02) -  TRPTYPE=TCP RC=00000000",1+,9
302,50863,21.15.11 CP1C J0013698  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
303,50864,21.15.12 CP1C J0013698  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
304,50865,21.15.12 CP1C J0013698  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
200,50761,21.14.08 CP1C J0166030  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 73.4% INUSE SYSJOB,1+,7
201,50762,21.14.09 CP1C J0166030  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,1+,7
202,50763,21.14.07 CP1C J0166030  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.0% INUSE SYSJOB,1+,7
203,50764,21.14.08 CP1C J0166030  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 73.5% INUSE SYSJOB,1+,7
204,50765,21.14.09 CP1C J0166030  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 79.2% INUSE SYSJOB,1+,7
244,50805,01.21.36 CP1E J0179547 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1+,8
311,50872,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
312,50873,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
313,50874,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
314,50875,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
245,50806,01.15.59 CP2A J0136880 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
239,50800,00.07.10 CP1D S0178013  +CSQX599E !QWP1 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL2 ended abnormally connection 21.238.3.93,1+,9
258,50819,01.05.04 CP3B J0185126 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
260,50821,02.43.07 CP2B J0168279 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1+,8
261,50822,02.31.05 CP1E J0187214 *IEF099I JOB G01S660B WAITING FOR DATA SETS,1+,8
267,50828,02.05.31 CP1E J0183924 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
287,50848,05.24.10 CP1C J0001041 *IEF099I JOB A01S804B WAITING FOR DATA SETS,1+,8
310,50871,21.11.22 CP1D J0013769 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
315,50876,22.27.08 CP1E J0014340 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
317,50878,00.38.55 CP1D J0026368 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
327,50888,05.06.27 CP1F J0048006  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
328,50889,05.06.27 CP1F J0048006  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
318,50879,01.57.44 CP1E J0035088 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
305,50866,21.14.09 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 73.5% INUSE SYSJOB,1+,7
306,50867,21.14.09 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 74.0% INUSE SYSJOB,1+,7
307,50868,21.14.10 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,1+,7
308,50869,21.14.09 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 79.8% INUSE SYSJOB,1+,7
309,50870,21.14.08 CP1C J0013698  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.0% INUSE SYSJOB,1+,7
336,50897,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
337,50898,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
338,50899,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
339,50900,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
320,50881,*01.36.03 CP1C J0031913 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
321,50882,01.36.03 CP1C J0031913 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
344,50905,21.15.02 CP1E J0089748  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
345,50906,21.15.02 CP1E J0089748  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
346,50907,21.15.02 CP1E J0089748  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
331,50892,05.05.09 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.6% INUSE SYSJOB,1+,7
332,50893,05.05.09 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 79.8% INUSE SYSJOB,1+,7
333,50894,05.05.08 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 74.0% INUSE SYSJOB,1+,7
334,50895,05.05.08 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 73.6% INUSE SYSJOB,1+,7
335,50896,05.05.07 CP1F J0048006  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.0% INUSE SYSJOB,1+,7
347,50908,21.13.48 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.1% INUSE SYSJOB,1+,7
348,50909,21.13.49 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.1% INUSE SYSJOB,1+,7
322,50883,01.30.26 CP2D J0006108 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
355,50916,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
356,50917,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
357,50918,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
358,50919,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
324,50885,02.15.03 CP3A J0104228 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
240,50801,00.05.39 CP1E S0177454  +CSQX599E !QWP2 CSQXRESP Channel WBIFNHK.WBIFNBJ.CHL1 ended abnormally connection 21.238.3.92,1+,9
325,50886,*03.48.06 CP2A J0042070 *IEF099I JOB ZZ221201 WAITING FOR DATA SETS,1+,8
326,50887,05.23.03 CP1F J0048371 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
330,50891,05.06.27 CP1D J0048127 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
340,50901,06.43.24 CP3C J0141796 *IEF099I JOB DEDPH131 WAITING FOR DATA SETS,1+,8
343,50904,15.27.11 CP1A J0071604 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1+,8
354,50915,21.12.01 CP1E J0089835 *IEF099I JOB NA100009 WAITING FOR DATA SETS,1+,8
359,50920,00.55.50 CP1F J0106577 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
363,50924,01.49.23 CP1C J0109681 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
365,50926,01.22.42 CP2A J0075432 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
366,50927,01.05.04 CP3B J0011444 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
367,50928,01.05.04 CP1E J0106701 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
375,50936,05.08.06 CP1E J0124214  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
376,50937,05.08.06 CP1E J0124214  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
377,50938,05.08.06 CP1E J0124214  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
349,50910,21.13.49 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.8% INUSE SYSJOB,1+,7
350,50911,21.13.48 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 74.6% INUSE SYSJOB,1+,7
351,50912,21.13.48 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 73.8% INUSE SYSJOB,1+,7
352,50913,21.13.47 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.3% INUSE SYSJOB,1+,7
353,50914,21.13.47 CP1E J0089748  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.3% INUSE SYSJOB,1+,7
378,50939,05.06.23 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 70.8% INUSE SYSJOB,1+,7
379,50940,05.06.21 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 74.7% INUSE SYSJOB,1+,7
385,50946,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
386,50947,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
387,50948,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
388,50949,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
368,50929,01.03.33 CP3C J0010951 *IEF099I JOB DEDPL1U4 WAITING FOR DATA SETS,1+,8
369,50930,02.49.59 CP2B J0106629 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,1+,8
370,50931,02.15.40 CP1E J0112826 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
371,50932,02.15.02 CP3B J0017624 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
246,50807,"01.13.30 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, 00-  channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  channel CH.WCB.SVRCONN -  connection",1+,9
247,50808,"01.13.30 CP1E S0177455  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,9
396,50957,21.15.22 CP1F J0169240  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
397,50958,21.15.22 CP1F J0169240  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
398,50959,21.15.22 CP1F J0169240  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
380,50941,05.06.20 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 73.8% INUSE SYSJOB,1+,7
381,50942,05.06.22 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.1% INUSE SYSJOB,1+,7
382,50943,05.06.20 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.3% INUSE SYSJOB,1+,7
383,50944,05.06.19 CP1E J0124214  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.3% INUSE SYSJOB,1+,7
399,50960,21.14.05 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.1% INUSE SYSJOB,1+,7
372,50933,02.12.22 CP3B J0016636 *IEF099I JOB DEDPLK23 WAITING FOR DATA SETS,1+,8
405,50966,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
406,50967,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
407,50968,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
408,50969,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
373,50934,05.26.02 CP1F J0124675 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
374,50935,05.13.27 CP1D J0124473 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
389,50950,06.46.51 CP3D J0055554 *IEF099I JOB DEDPH131 WAITING FOR DATA SETS,1+,8
390,50951,07.48.28 CP1F J0125955 *IEF099I JOB G02SD28B WAITING FOR DATA SETS,1+,8
391,50952,08.26.06 CP3C J0073644 *IEF099I JOB DEDPRS31 WAITING FOR DATA SETS,1+,8
393,50954,10.58.19 CP1C J0134929 *IEF099I JOB DB2016N  WAITING FOR DATA SETS,1+,8
404,50965,21.11.23 CP1E J0169311 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
409,50970,23.34.38 CP1C J0181206 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
410,50971,00.57.13 CP1D J0186364 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1+,8
411,50972,00.34.38 CP1C J0182226 *IEF099I JOB SA040000 WAITING FOR DATA SETS,1+,8
413,50974,01.41.44 CP1C J0187409 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8
433,50994,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
434,50995,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
435,50996,05.05.28 CP1F J0004612  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
400,50961,21.14.04 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.6% INUSE SYSJOB,1+,7
401,50962,21.14.05 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.5% INUSE SYSJOB,1+,7
402,50963,21.14.07 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.0% INUSE SYSJOB,1+,7
403,50964,21.14.06 CP1F J0169240  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.2% INUSE SYSJOB,1+,7
436,50997,05.04.15 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.2% INUSE SYSJOB,1+,7
437,50998,05.04.16 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.0% INUSE SYSJOB,1+,7
438,50999,05.04.16 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.3% INUSE SYSJOB,1+,7
443,51004,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
444,51005,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
445,51006,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
446,51007,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
248,50809,"01.13.30 CP1C S0177155  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH.WCB.SVRCONN -  connection 21.123.56.86 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,9
414,50975,01.30.10 CP2A J0144652 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8
451,51012,21.14.34 CP1F J0056847  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
452,51013,21.14.34 CP1F J0056847  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
453,51014,21.14.34 CP1F J0056847  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
439,51000,05.04.15 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 75.3% INUSE SYSJOB,1+,7
440,51001,05.04.14 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.1% INUSE SYSJOB,1+,7
441,51002,05.04.14 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 78.5% INUSE SYSJOB,1+,7
442,51003,05.04.13 CP1F J0004612  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 70.6% INUSE SYSJOB,1+,7
454,51015,21.13.26 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.2% INUSE SYSJOB,1+,7
455,51016,21.13.25 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 159 75.9% INUSE SYSJOB,1+,7
456,51017,21.13.25 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 243 70.3% INUSE SYSJOB,1+,7
461,51022,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
462,51023,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
463,51024,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
464,51025,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
416,50977,01.05.04 CP3B J0124765 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8
423,50984,02.15.02 CP3B J0131034 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1+,8
424,50985,02.06.22 CP1E J0194583 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,1+,8
426,50987,03.28.46 CP1D J0002111 *IEF099I JOB G0FSP008 WAITING FOR DATA SETS,1+,8
431,50992,05.22.40 CP1E J0004986 *IEF099I JOB A01S766B WAITING FOR DATA SETS,1+,8
432,50993,05.11.30 CP1E J0004798 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1+,8
487,51048,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1D (RouteStatus <> ACTIVE),1+,3
488,51049,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1C (RouteStatus <> ACTIVE),1+,3
489,51050,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1+,3
490,51051,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1+,3
491,51052,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1A (RouteStatus <> ACTIVE),1+,3
492,51053,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.6/32 System:CP1F (RouteStatus <> ACTIVE),1+,3
493,51054,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1B (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.1.2/32 System:CP1B (RouteStatus <> ACTIVE),1+,3
494,51055,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.4/32 System:CP1D (RouteStatus <> ACTIVE),1+,3
495,51056,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1E (RouteStatus <> ACTIVE),1+,3
496,51057,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1F (RouteStatus <> ACTIVE),1+,3
497,51058,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.1/32 System:CP1A (RouteStatus <> ACTIVE),1+,3
479,51040,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3D (RouteStatus <> ACTIVE),1+,4
480,51041,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.4/32 System:CP3D (RouteStatus <> ACTIVE),1+,4
512,51073,"04.56.59 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",1+,2
450,51011,21.25.10 CP1F J0056996 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1+,8
538,51099,"05.59.25 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",1+,2
545,51106,05.07.24 CP1E J0090863  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
546,51107,05.07.24 CP1E J0090863  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
547,51108,05.07.24 CP1E J0090863  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB,1+,0
457,51018,21.13.25 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 251 80.4% INUSE SYSJOB,1+,7
458,51019,21.13.24 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 79.0% INUSE SYSJOB,1+,7
459,51020,21.13.23 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 87 71.0% INUSE SYSJOB,1+,7
460,51021,21.13.24 CP1F J0056847  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.3% INUSE SYSJOB,1+,7
548,51109,05.05.57 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 126 74.3% INUSE SYSJOB,1+,7
549,51110,05.05.59 CP1E J0090863  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 252 71.2% INUSE SYSJOB,1+,7
554,51115,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,1+,0
555,51116,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1+,0
556,51117,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1+,0
557,51118,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1+,0
562,51123,"06.50.57 CPKA STC07670  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKAA)",1+,2
564,51125,"07.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
481,51042,03.58.59 CP3A S0048551  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:21.125.1.6/32 System:CP3A (RouteStatus <> ACTIVE),1+,4
577,51138,"08.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
579,51140,"09.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
465,51026,22.44.43 CP1D J0060191 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1+,8
582,51143,"10.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
583,51144,"11.59.44 CPKB STC07313  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,2
