messageid,summary,risk,category
DSNR035I,01.00.03 CP1E S0124247  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS540000 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP31APPL.D4D6977F1FBB = 111966 17-,9.0,7
DSNB319A,02.36.30 CP1F S0124251 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,12.0,7
CSQX599E,02.22.12 CP3C S0098733  +CSQX599E !QP1S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.38.166,33.0,7
CSQX208E,"02.22.12 CP3C S0098733  +CSQX208E !QP1S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection 21.125.38.166 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000461 (ECONNRESET) reason=00000000",21.0,9
IEF099I,02.06.13 CP1E J0014649 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,2.0,5
IOS080I,"02.01.35 CP2C           IOS080I 59DF,78,C4042215, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A2105",8.0,1
IEF099I,01.59.45 CP1F J0014487 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3.0,5
IEF099I,03.45.35 CP1E J0018330 *IEF099I JOB G01S477B WAITING FOR DATA SETS,3.0,5
IEF099I,03.01.53 CP2A J0168973 *IEF099I JOB C4CARD00 WAITING FOR DATA SETS,4.0,5
IEF099I,05.51.24 CP1D J0020264 *IEF099I JOB A01S804B WAITING FOR DATA SETS,3.0,5
IEF099I,05.34.59 CP1C J0020045 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2.0,5
IEF099I,02 *05.34.59 CP1C J0020045 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3.0,5
DBA:BANCS,05.04.42 CP1C J0019389  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,05.04.42 CP1C J0019389  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,05.04.42 CP1C J0019389  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 22 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:EISS,05.04.12 CP1F J0019512  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.12 CP1F J0019512  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.12 CP1F J0019512  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.12 CP1F J0019512  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,05.03.53 CP1C J0019389  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 75.9% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.53 CP1C J0019389  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 70.8% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.53 CP1C J0019389  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.1% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.53 CP1C J0019389  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.1% INUSE SYSJOB Volume FI4837 (/tapelibPRODHSH/DD1_POOL02_FS2/FI4837) already scratched,10000.0,7
DBA:BANCS,05.03.54 CP1C J0019389  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.5% INUSE SYSJOB,1.0,3
DBA:BOCSZ,05.01.45 CP3A J0151144  +DBA:BOCSZ BIG PARTITION TS FOUND!TSINXH PART 25 77.3% INUSE SYSJOB,2.0,8
DBA:BOCSZ,05.01.45 CP3A J0151144  +DBA:BOCSZ BIG PARTITION TS FOUND!TSCURH PART 25 76.4% INUSE SYSJOB,2.0,8
IEF099I,06.07.26 CP1E J0020512 *IEF099I JOB A01M9258 WAITING FOR DATA SETS,4.0,5
IXC585E,"07.48.03 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",21.0,7
BSOEXTPDSS0,07.46.12 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),5.0,7
IEF099I,07.00.02 CP1D J0020914 *IEF099I JOB G01S242B WAITING FOR DATA SETS,4.0,5
DSNT375I,10.33.40 CP1D S0021975  DSNT375I  -DPW1 PLAN=DISTSERV WITH CORRELATION-ID=db2jcc_appli CONNECTION-ID=SERVER -         LUW-ID=GB030204.F160.D4D71D622C8A=96853 - - THREAD-INFO=WASDB2U:11.3.2.4:WASDB2U:db2jcc_application:DYNAMIC:3571,55.0,7
DSNR035I,12.33.51 CP1D S0124255  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D4D732F71017 = 139936 -,8.0,7
DNFO1033E,16.36.25 CP1E S0172663  DNFO1033E 2018-08-27 08:36:25 BOCOU01 DNF_O_FT 31323031383038397734708 22- 2691267132759094238281250  SAG returned error information with the - following parameters: -  Code    : \Sw.Wfa.BCSError\ -  Text,71.0,7
DBA:BANCS,21.14.57 CP1E J0070513  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.14.57 CP1E J0070513  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,21.14.57 CP1E J0070513  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 23 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.13.59 CP1E J0070513  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 71.2% INUSE SYSJOB,1.0,3
DBA:BANCS,21.13.58 CP1E J0070513  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 76.7% INUSE SYSJOB,1.0,3
DBA:BANCS,21.13.59 CP1E J0070513  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.4% INUSE SYSJOB,1.0,3
DBA:BANCS,21.14.00 CP1E J0070513  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.6% INUSE SYSJOB,1.0,3
IEF099I,21.11.06 CP1E J0070573 *IEF099I JOB NA100006 WAITING FOR DATA SETS,2.0,5
DBA:EISS,21.04.11 CP1F J0070466  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1F J0070466  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1F J0070466  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,03  21.04.11 CP1F J0070466  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BOCSZ,22.12.04 CP3A J0007155  +DBA:BOCSZ BIG PARTITION TS FOUND!TSCURH PART 25 76.7% INUSE SYSJOB,2.0,8
DBA:BOCSZ,AA  22.12.04 CP3A J0007155  +DBA:BOCSZ BIG PARTITION TS FOUND!TSINXH PART 25 77.3% INUSE SYSJOB,2.0,8
DSNB356I,"23.40.42 CP1D S0124248  DSNB356I  -DP21 DSNB5SCO FOR GROUP BUFFER POOL GBP22, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D4D7CB70F7D5000000 23:32:19 AUG 27, 2018",24.0,7
IEF099I,23.10.51 CP1D J0077563 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0,5
DSNT500I,00.58.38 CP1F S0124262  DSNT500I  -DP81 DSNTBCM2 RESOURCE UNAVAILABLE REASON 00E30083 TYPE 00000801 00-            NAME BANCS_PKG.DBCUS100.1A79E316045213D4,153.0,7
IOS080I,".53.56 CP2C           IOS080I 4CB8,AC,UMA62300, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.RPYV.UPA62301.PR23",7.0,1
IEA480E,"00.33.04 CP1D J0082320 *IEA480E A73A,DASD,SERIOUS ALERT,MT=2107, * SER=0385-51964, *REFCODE=EF12-8001-7405,VOLSER=      ,ID=82,SENSE=00000600 3A32CF82 *11800080 0174050D 0500CAFC BA70EF12 05104200 FE000000",2715.0,7
BQCARQDEPS0,00.14.03 CP1E S0041766  BQCARQDEPS0 SEV=WAR MQ1A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 4086 (CurrentDepth >= 2000),36.0,7
BQCARQDEPS0,00.09.05 CP1E S0041766  BQCARQDEPS0 SEV=CRI MQ2A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 6990 (CurrentDepth >= 5000),39.0,7
BQCARQDEPS0,00.09.05 CP1E S0041766  BQCARQDEPS0 SEV=CRI MQ2A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 10224 (CurrentDepth >= 5000),39.0,7
BQCARQDEPS0,00.04.08 CP1E S0041766  BQCARQDEPS0 SEV=WAR MQ2A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 2533 (CurrentDepth >= 2000),35.0,7
CSQX209E,"00.03.51 CP1F S0186614  +CSQX209E !MQ4A CSQXRESP Connection unexpectedly terminated, channel PRM.MER.ISTCONN -  connection 21.123.56.79 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1.0,9
CSQX209E,"00.03.51 CP1C S0186613  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel PRM.CRE.SVRCONN -  connection 21.123.56.79 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1.0,9
CSQX209E,"00.03.16 CP1E S0186615  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel PRM.CRE.SVRCONN -  connection 21.123.56.76 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1.0,9
CSQX209E,"00.03.16 CP1C S0186613  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel PRM.MER.ISTCONN -  connection 21.123.56.76 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1.0,9
DSNB356I,"01.46.18 CP1F S0124262  DSNB356I  -DP81 DSNB5SCO FOR GROUP BUFFER POOL GBP32K2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D4D7E781C30C000000 01:37:53 AUG 28, 2018",24.0,7
IEF099I,01.42.23 CP1C J0086745 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,2.0,5
DSNR035I,01.38.54 CP1C S0123829  DSNR035I  -DP11 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS520000 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP11APPL.D4D7E2E35B84 = 104688 -,7.0,7
IOS080I,"01.35.17 CP2A           IOS080I 47EA,**,RI37D03D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPINVEC.RI37B03D",6.0,1
IEF099I,01.05.03 CP1E J0082525 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,2.0,5
IEF099I,01.00.34 CP2A J0007647 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3.0,5
IEF099I,01.00.02 CP1C J0082485 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,3.0,5
IEF099I,02.41.38 CP1F J0090141 *IEF099I JOB G01S667B WAITING FOR DATA SETS,4.0,5
IEF099I,02.35.13 CP2D J0036680 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,3.0,5
IEF099I,02.26.59 CP1E J0087761 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,2.0,5
DSNB356I,"03.35.58 CP1C S0021164  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D4D8000EFF87000000 03:27:44 AUG 28, 2018",31.0,7
IEF099I,05.48.21 CP1C J0105096 *IEF099I JOB G0FSP016 WAITING FOR DATA SETS,4.0,5
IEF099I,05.45.29 CP1D J0105030 *IEF099I JOB A01S766B WAITING FOR DATA SETS,4.0,5
IEF099I,05.34.03 CP1F J0104796 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,3.0,5
DBA:EISS,05.04.10 CP1F J0104160  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.10 CP1F J0104160  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,02  05.04.10 CP1F J0104160  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.10 CP1F J0104160  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,05.03.56 CP1C J0104081  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,05.03.56 CP1C J0104081  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,05.03.56 CP1C J0104081  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 23 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,05.03.12 CP1C J0104081  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.6% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.11 CP1C J0104081  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 71.2% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.11 CP1C J0104081  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 76.7% INUSE SYSJOB,1.0,3
DBA:BANCS,05.03.11 CP1C J0104081  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.4% INUSE SYSJOB,1.0,3
DBA:BOCSZ,05.01.37 CP3A J0060424  +DBA:BOCSZ BIG PARTITION TS FOUND!TSCURH PART 25 76.9% INUSE SYSJOB,2.0,8
DBA:BOCSZ,05.01.37 CP3A J0060424  +DBA:BOCSZ BIG PARTITION TS FOUND!TSINXH PART 25 77.6% INUSE SYSJOB,2.0,8
BSOEXTPDSS0,07.46.14 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),5.0,7
IXC585E,"*07.40.02 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE",21.0,7
IEF099I,08.37.42 CP1D J0107943 *IEF099I JOB G00S077B WAITING FOR DATA SETS,4.0,5
BSSTRGRUPS0,10.49.12 CP1D S0041765  BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 81.20 (Enabled%Full >= 80),9.0,7
IEF099I,10.22.35 CP1F J0113279 *IEF099I JOB SORTALL  WAITING FOR DATA SETS,4.0,5
BZMVJLOOPS0,10.20.19 CP1A S0041763  BZMVJLOOPS0 SEV=WAR CP1A Jobname: BBWEB CURRENT DELAY CPU: 100.00 (%Use+Dly >= 90),13.0,7
BSSTRGRUPS0,11.18.55 CP1D S0041765  BSSTRGRUPS0 SEV=WAR CP1D SG: SGTSO CURRENT: 82.10 (Enabled%Full >= 80),9.0,7
DSNR035I,12.33.42 CP1F S0124262  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D4D874EF304C = 11674 -,8.0,7
DBA:BANCS,21.15.22 CP1D J0155315  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,21.15.22 CP1D J0155315  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 23 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.15.22 CP1D J0155315  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.14.36 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.8% INUSE SYSJOB,1.0,3
DBA:BANCS,21.14.36 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.8% INUSE SYSJOB PART 213 70.8% INUSE,1.0,3
DBA:BANCS,"21.14.35 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.6% INUSE SYSJOB : An operation - by utility ""LOAD SHRLEVEL NONE REPLACE"" was detected on table - ""NBANCS.TENV"" for Q subscription ""DP01_CAP3_TO_QMDD_HS1_NTENV"" - (receive queue ""Q",398.0,7
DBA:BANCS,21.14.36 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 71.5% INUSE SYSJOB,1.0,3
DBA:BANCS,11  21.14.35 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 77.5% INUSE SYSJOB,1.0,3
DBA:BANCS,21.14.35 CP1D J0155315  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.6% INUSE SYSJOB,1.0,3
IEF099I,21.13.26 CP1F J0155396 *IEF099I JOB NA100006 WAITING FOR DATA SETS,3.0,5
DBA:EISS,21.04.11 CP1E J0155277  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1E J0155277  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1E J0155277  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1E J0155277  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BOCSZ,22.12.07 CP3A J0116673  +DBA:BOCSZ BIG PARTITION TS FOUND!TSCURH PART 25 77.2% INUSE SYSJOB,2.0,8
DBA:BOCSZ,22.12.07 CP3A J0116673  +DBA:BOCSZ BIG PARTITION TS FOUND!TSINXH PART 25 77.7% INUSE SYSJOB,2.0,8
IEF099I,23.40.34 CP1C J0166589 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0,5
IEF099I,00.52.15 CP3B J0133399 *IEF099I JOB DEDPLA31 WAITING FOR DATA SETS,4.0,5
IOS080I,".49.18 CP2C           IOS080I 4BC7,70,TME76500, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED DATASET NAME=PRDDEDPR.SPLIT.PAIF.TPE76501.PR65",506.0,1
IOS080I,"01.52.56 CP2D           IOS080I 15EE,C8,RI65823D, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDCBSR.LVEQ.RP.RPINVMC.RI65MIMD",5.0,1
IEF099I,01.41.00 CP1C J0172407 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,2.0,5
IEF099I,01.17.07 CP2D J0075916 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,3.0,5
DSNB319A,01.14.14 CP1F S0124251 *DSNB319A  -DP41 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP3,12.0,7
IEF099I,01.05.02 CP1E J0171374 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,2.0,5
IEF099I,01.03.20 CP1F J0171368 *IEF099I JOB G01S506B WAITING FOR DATA SETS,3.0,5
DSNB319A,02.57.33 CP1C S0123829 *DSNB319A  -DP11 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,11.0,7
IEF099I,02.56.38 CP1C J0185710 *IEF099I JOB G01S131B WAITING FOR DATA SETS,3.0,5
IEF099I,02.22.53 CP1E J0184155 *IEF099I JOB P1CICSDL WAITING FOR DATA SETS,2.0,5
IEF099I,02.00.00 CP1F J0174462 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,3.0,5
DSNB319A,03.11.26 CP1C S0124253 *DSNB319A  -DP51 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP32K1,12.0,7
IEF099I,03.08.24 CP2B J0106880 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,4.0,5
IEF099I,03.00.51 CP1C J0187161 *IEF099I JOB G0FSP016 WAITING FOR DATA SETS,4.0,5
IEF099I,05.35.09 CP1D J0189203 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,2.0,5
DBA:BANCS,05.05.38 CP1E J0188812  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,05.05.38 CP1E J0188812  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 23 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,05.05.38 CP1E J0188812  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,05.04.45 CP1E J0188812  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 70.8% INUSE SYSJOB,1.0,3
DBA:BANCS,05.04.43 CP1E J0188812  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 77.5% INUSE SYSJOB,1.0,3
DBA:BANCS,05.04.44 CP1E J0188812  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.6% INUSE SYSJOB,1.0,3
DBA:BANCS,05.04.44 CP1E J0188812  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 71.5% INUSE SYSJOB,1.0,3
DBA:EISS,05.04.11 CP1F J0188876  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,10  05.04.11 CP1F J0188876  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.11 CP1F J0188876  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,05.04.11 CP1F J0188876  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
BSOEXTPDSS0,07.46.14 CP1D S0041765  BSOEXTPDSS0 SEV=WAR CP1B Data Set: BOCBMC.MV.UBBPARM EXTENTS = 13 (Exts > 12),5.0,7
IXC585E,"07.34.49 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",21.0,7
IEF099I,09.19.10 CP1D J0193764 *IEF099I JOB IXFTPJIB WAITING FOR DATA SETS,4.0,5
DSNR035I,12.35.46 CP1C S0123829  DSNR035I  -DP11 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 6 CHECKPOINTS - CORRELATION NAME = NS200008 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP11APPL.D4D9B6B332E1 = 126215 -,8.0,7
DBA:BANCS,21.14.45 CP1E J0036256  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYY HAS 20 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.14.45 CP1E J0036256  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 23 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BANCS,21.14.45 CP1E J0036256  +DBA:BANCS BIG SEGMENT TS FOUND!TSSAFE HAS 23 DATASETS(MAX 32) SYSJOB,2.0,0
DBA:BANCS,21.13.51 CP1E J0036256  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.8% INUSE SYSJOB,1.0,3
DBA:BANCS,21.13.51 CP1E J0036256  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 66 78.3% INUSE SYSJOB,1.0,3
DBA:BANCS,21.13.52 CP1E J0036256  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 169 71.8% INUSE SYSJOB,1.0,3
DBA:BANCS,21.13.52 CP1E J0036256  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 213 71.0% INUSE SYSJOB,1.0,3
IEF099I,21.11.17 CP1E J0036327 *IEF099I JOB NA100006 WAITING FOR DATA SETS,2.0,5
DBA:EISS,21.04.11 CP1D J0036192  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1D J0036192  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,01  21.04.11 CP1D J0036192  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 21 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:EISS,21.04.11 CP1D J0036192  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1.0,0
DBA:BOCSZ,22.12.06 CP3A J0025749  +DBA:BOCSZ BIG PARTITION TS FOUND!TSINXH PART 25 77.9% INUSE SYSJOB,2.0,8
DBA:BOCSZ,22.12.06 CP3A J0025749  +DBA:BOCSZ BIG PARTITION TS FOUND!TSCURH PART 25 77.6% INUSE SYSJOB,2.0,8
IEF099I,23.46.39 CP1D J0047865 *IEF099I JOB G01S663B WAITING FOR DATA SETS,3.0,5
