id,summary,risk,category,keys
52634,"01.34.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52635,"01.34.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52636,"01.34.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52637,"01.34.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52638,"01.34.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52639,"01.32.56 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.153 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection3 s0093049 hhaptoeacq mq3a ch mqga 00000000 terminated unexpectedly csqx209e
52640,"01.32.56 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.153 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection3 sms hhaptosmsp s0093049 mq3a ch mqga 00000000 unexpectedly csqx209e
52641,01.32.12 J0039214 *IEF099I JOB P1ZOSDL  WAITING FOR DATA SETS,1+,8,j0039214 p1zosdl waiting ief099i sets job data for j0067987 j0068247
52642,"01.31.47 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.152 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection2 s0092597 mq1a hhaptoeacq ch mqga 00000000 terminated unexpectedly csqx209e
52643,"01.31.47 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.152 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  channel CH_HHAP.TO.SMSP_SMS -  connection 2",1+,5,ch connection channel connection2 s0092597 mq1a hhaptosmsp sms hhaptoeacq mqga
52644,"01.31.47 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.152 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection2 mq1a s0092597 sms hhaptosmsp ch mqga 00000000 terminated unexpectedly
52645,"01.31.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52646,"01.30.47 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.151 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,s0092597 mq1a hhaptoeacq ch connection1 mqga 00000000 terminated unexpectedly csqx209e
52647,"01.30.47 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.151 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,sms hhaptosmsp s0093049 mq3a ch connection1 mqga 00000000 unexpectedly csqx209e
52648,"01.30.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52649,"01.29.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52650,"01.29.42 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.150 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection0 s0093049 hhaptoeacq mq3a ch mqga 00000000 terminated unexpectedly csqx209e
52651,"01.29.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52652,"01.29.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52653,"01.29.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52654,"01.29.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52655,"01.29.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52656,01.28.17 CP2C J0035933 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1+,8,j0035933 tmz60000 cp2c waiting ief099i sets job data for j0068251
52657,"01.27.24 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.149 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection9 s0093049 hhaptoeacq mq3a ch mqga 00000000 terminated unexpectedly csqx209e
52658,"01.27.24 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.149 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection9 sms hhaptosmsp s0093049 mq3a ch mqga 00000000 unexpectedly csqx209e
52659,"01.26.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52660,"01.25.47 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.148 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection8 sms hhaptosmsp s0093049 mq3a ch mqga 00000000 unexpectedly csqx209e
52661,"01.25.47 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.148 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection8 mq1a s0092597 hhaptoeacq ch mqga 00000000 terminated unexpectedly csqx209e
52662,"01.25.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52663,"01.24.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52664,"01.24.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52665,"01.24.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52666,"01.24.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52667,"01.24.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52668,"01.24.14 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.147 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection7 mq1a s0092597 hhaptoeacq ch mqga 00000000 terminated unexpectedly csqx209e
52669,"01.24.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52670,"01.22.48 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.146 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,s0093049 hhaptoeacq mq3a connection6 ch mqga 00000000 terminated unexpectedly csqx209e
52671,"01.22.48 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.146 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,sms hhaptosmsp s0093049 mq3a connection6 ch mqga 00000000 unexpectedly csqx209e
52672,"01.22.48 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.146 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000 -  channel CH_HHAP.TO.SMSP_SMS -  connection 2",1+,5,ch connection channel hhaptosmsp sms s0093049 hhaptoeacq mq3a connection6 mqga
52673,"01.21.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52674,"01.21.07 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.145 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection5 mq1a s0092597 hhaptoeacq ch mqga 00000000 terminated unexpectedly csqx209e
52675,"01.21.07 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.145 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection5 mq1a s0092597 sms hhaptosmsp ch mqga 00000000 terminated unexpectedly
52676,"01.20.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52677,"01.19.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52678,"01.19.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52679,"01.19.28 S0092597  +CSQX209E !MQ1A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.EACQ -  connection 21.123.109.144 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection4 mq1a s0092597 hhaptoeacq ch mqga 00000000 terminated unexpectedly csqx209e
52680,"01.19.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52681,"01.19.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52682,"01.19.28 S0093049  +CSQX209E !MQ3A CSQXRESP Connection unexpectedly terminated, channel CH_HHAP.TO.SMSP_SMS -  connection 21.123.109.144 -  (queue manager MQGA) -  TRPTYPE=TCP RC=00000000",1+,5,connection4 sms hhaptosmsp s0093049 mq3a ch mqga 00000000 unexpectedly csqx209e
52683,"01.19.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52684,"01.19.14 CPKC STC07526  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKCA)",1+,4,stc07526 cpkc cpkca freeze geo101e mirroring ok disabled status not
52685,"01.19.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52686,"01.16.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52687,"01.16.06 CPKD STC06616  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKDA)",1+,4,is cpkd cpkda stc06616 hyperswap geo551i ok mirroring disabled status
52688,"01.16.06 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52689,"01.15.45 CP3D S0050594  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3DA)",1+,4,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status not
52690,"01.15.30 CP3C S0050593  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3CA)",1+,4,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status not
52691,"01.15.15 CP3A S0050586  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3AA)",1+,4,s0050586 cp3aa cp3a freeze geo101e ok mirroring disabled status not
52692,"01.14.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52693,"01.15.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52694,"01.15.01 CP3B S0050584  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3BA)",1+,4,s0050584 cp3ba cp3b freeze geo101e ok mirroring disabled status not
52695,"01.14.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52696,"01.14.27 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52697,"01.14.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52698,"01.14.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52699,"01.14.14 CPKC STC07526  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKCA)",1+,4,stc07526 cpkc cpkca freeze geo101e mirroring ok disabled status not
52700,"01.14.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52701,"01.14.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52702,"01.11.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52703,"01.11.22 CP2A           IOS080I 42E1,0C,UM095200, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.BOCT.UP095201.PR52",10+,5,um095200 prddedprsplitboctuppr52 e1 cp2a dataset interval ios080i exceeded an request
52704,"01.11.06 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52705,"01.10.45 CP3D S0050594  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3DA)",1+,4,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status not
52706,"01.10.30 CP3C S0050593  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3CA)",1+,4,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status not
52707,"01.10.15 CP3A S0050586  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3AA)",1+,4,s0050586 cp3aa cp3a freeze geo101e ok mirroring disabled status not
52708,"01.10.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52709,"01.10.01 CP3B S0050584  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3BA)",1+,4,s0050584 cp3ba cp3b freeze geo101e ok mirroring disabled status not
52710,"01.09.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52711,"01.09.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52712,"01.09.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52713,"01.09.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52714,"01.09.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52715,"01.09.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52716,"01.09.14 CPKC STC07526  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKCA)",1+,4,stc07526 cpkc cpkca freeze geo101e mirroring ok disabled status not
52717,"01.06.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52718,"01.06.06 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52719,"01.05.45 CP3D S0050594  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3DA)",1+,4,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status not
52720,"01.05.30 CP3C S0050593  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3CA)",1+,4,s0050593 cp3ca cp3c freeze geo101e ok mirroring disabled status not
52721,"01.05.15 CP3A S0050586  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3AA)",1+,4,s0050586 cp3aa cp3a freeze geo101e ok mirroring disabled status not
52722,01.05.08 CP3B J0061279 *IEF099I JOB SMFMRGCI WAITING FOR DATA SETS,1+,8,j0061279 smfmrgci cp3b ief099i sets waiting job data for j0067987
52723,"01.05.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52724,"01.05.01 CP3B S0050584  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3BA) 16,818,000  LINES",1+,4,818 lines 000 cp3ba s0050584 16 cp3b freeze geo101e ok
52725,"01.05.01 CP3B S0050584  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3BA)",1+,4,s0050584 cp3ba cp3b freeze geo101e ok mirroring disabled status not
52726,"01.04.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52727,"01.04.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52728,"01.04.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52729,"01.04.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52730,"01.04.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52731,"01.04.14 CPKC STC07526  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKCA)",1+,4,stc07526 cpkc cpkca freeze geo101e mirroring ok disabled status not
52732,"01.04.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52733,"01.02.15 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52734,"01.02.15 CP3A S0050586  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3AA)",1+,4,s0050586 cp3aa cp3a freeze geo101e ok mirroring disabled status not
52735,"01.02.15 CP3D S0050594  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3DA)",1+,4,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status not
52736,"01.02.15 CPKC STC07526  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKCA) Disabled (CP3CA)",1+,4,disabled cp3ca cpkc cpkca stc07526 freeze geo101e ok mirroring status
52737,"01.02.15 CP3B S0050584  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3BA)",1+,4,s0050584 cp3ba cp3b freeze geo101e ok mirroring disabled status not
52738,"01.02.00 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52739,"01.02.00 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52740,"01.02.01 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52741,"01.01.59 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52742,"01.02.00 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52743,"01.02.00 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52744,"01.02.00 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52745,"01.01.44 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52746,"01.01.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52747,"01.01.06 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA) disabled (CPKDA)",1+,4,cpkda disabled stc06616 cpkd geo101e freeze mirroring ok status not
52748,"01.00.54 CPKD STC06616  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKDA)",1+,4,stc06616 cpkd cpkda geo101e freeze mirroring ok disabled status not
52749,"01.00.47 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52750,"01.00.45 CP3D S0050594  GEO101E Mirroring status is not OK, FREEZE Disabled (CP3DA)",1+,4,cp3da s0050594 cp3d freeze geo101e ok mirroring disabled status not
52751,"01.00.14 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52752,"01.00.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52753,02.44.37 S0093011 *DSNB319A  -DP71 DSNB1CNE THERE IS A SHORTAGE OF SPACE *IN GROUP BUFFER POOL GBP32K1,1+,5,dp71 s0093011 gbp32k1 dsnb319a shortage dsnb1cne there pool space buffer
52754,"02.33.20 CP2A           IOS080I E98F,B5,BKJNAL40, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST.",10+,5,bkjnal40 e98f b5 cp2a interval ios080i exceeded an request been
52755,"02.25.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52756,"02.24.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52757,"02.24.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52758,"02.24.28 STC07433  GEO551I MIRRORING STATUS IS NOT OK, HyperSwap is disabled (CPKBA)",1+,4,is geo551i hyperswap cpkba stc07433 ok mirroring disabled status not
52759,"02.24.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52760,"02.24.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52761,"02.24.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52762,"02.24.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52763,"02.21.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52764,"02.21.17 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52765,"02.20.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52766,"02.19.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52767,"02.19.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52768,"02.19.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52769,"02.19.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
52770,"02.19.16 S0092182  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1+,4,cp1aa s0092182 geo101e freeze mirroring ok disabled status not is
52771,"02.19.10 S0092612  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1+,4,s0092612 cp1ca geo101e freeze mirroring ok disabled status not is
52772,"02.16.37 STC08317  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKAA)",1+,4,stc08317 cpkaa geo101e freeze mirroring ok disabled status not is
52773,"02.15.10 S0093304  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1+,4,s0093304 cp1ba freeze geo101e mirroring ok disabled status not is
52774,"02.14.55 S0093415  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1+,4,cp1da s0093415 freeze geo101e mirroring ok disabled status not is
52775,"02.14.40 S0093517  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1+,4,cp1fa s0093517 freeze geo101e ok mirroring disabled status not is
52776,"02.14.28 STC07433  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1+,4,cpkba stc07433 freeze geo101e mirroring ok disabled status not is
52777,"02.14.25 S0093063  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1+,4,s0093063 cp1ea freeze geo101e mirroring ok disabled status not is
