id,summary,risk,category,keys
52042,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.6/32 System:CP1F (RouteStatus <> ACTIVE),1+,5,cp1f 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52043,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52044,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52045,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52046,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,routestatus destinationipaddr system active 11 cp1c cp1e 03 bnroutacts0 s0092187
52047,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52048,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52049,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52050,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52051,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52052,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52053,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.1/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52054,03.18.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1D (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.1.4/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d routestatus destinationipaddr system active 11 03 bnroutacts0 s0092187 tcpip
53192,06.47.02 CP2A S0007539  BZTJOBMONS0 SEV=WAR CP2A Jobname: BKDBQ19 I/O=0 HAS LASTED 20 MINS.,10+,1,cp2a bkdbq19 mins lasted s0007539 bztjobmons0 jobname 06 war has
53194,06.41.48 CP2D S0007542  BSSTRGRUPS1 SEV=CRI CP2D SG: SGC64 CURRENT: 88.50 (Enabled%Full >= 85),10+,1,cp2d sgc64 bsstrgrups1 sg enabled full current 06 85 s0007542
53195,07.41.18 CP2D S0007542  BSSTRGRUPS1 SEV=CRI CP2D SG: SGC64 CURRENT: 88.30 (Enabled%Full >= 85),10+,1,cp2d sgc64 bsstrgrups1 sg enabled full current 85 s0007542 07
53196,07.38.16 S0093383  BSOPSSIZES0 SEV=WAR CP1A Data Set: SYSBAK.P1.REXX.DB2.RPT.TEMP1 SIZE=62655 (TracksAllocated > 55000),10+,1,55000 p1 rexx rpt temp1 sysbak bsopssizes0 tracksallocated size db2
53198,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10+,1,streams pec infospherestreams bin process application down 50 the is
53199,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10+,1,streams pec infospherestreams bin process application down 50 the is
53200,端到端:ERROR CN streamsjob healthy not good!,10+,1,healthy good cn streamsjob not error 00 j0159010 j0156712 j0156734
53201,端到端:ERROR OVERSEA streamsjob healthy not good!,10+,1,oversea good healthy streamsjob not error 00 j0156399 j0156430 j0156712
53202,端到端:ERROR CN streamsjob status not running!,10+,1,cn running streamsjob status not error j0160221 j0159053 j0156712 j0156734
52064,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.1/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52065,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52066,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52067,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52068,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52069,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52070,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52071,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52072,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1D (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.2.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d routestatus destinationipaddr system active 11 03 bnroutacts0 s0092187 tcpip
52073,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.4/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52074,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52075,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.2/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52076,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1F (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.2.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,routestatus destinationipaddr system active 11 cp1b cp1f 03 bnroutacts0 s0092187
52077,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52078,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52079,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.6/32 System:CP1F (RouteStatus <> ACTIVE),1+,5,cp1f 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52080,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52081,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1F (RouteStatus <> ACTIVE),1+,5,cp1f 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52082,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52083,03.17.50 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.2.7/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.2.7/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e routestatus destinationipaddr system active 11 03 bnroutacts0 s0092187 tcpip
52084,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52085,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52086,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52087,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1F (RouteStatus <> ACTIVE),1+,5,cp1f 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52088,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.6/32 System:CP1F (RouteStatus <> ACTIVE),1+,5,cp1f 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52089,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52090,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.4/32 System:CP1D (RouteStatus <> ACTIVE),1+,5,cp1d 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52091,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52092,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52093,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.7/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
52094,03.16.51 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.2/32 System:CP1B (RouteStatus <> ACTIVE),1+,5,cp1b 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri active
53203,端到端:ERROR OVERSEA streamsjob status not running!,10+,1,oversea running streamsjob status not error 00 j0156430 j0156712 j0156734
53204,2018-12-21 11:50:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-pec,10+,1,streams pec infospherestreams bin process application down 50 the is
53223,端到端:ERROR CN streamsjob healthy not good!,10+,1,healthy good cn streamsjob not error 00 j0159010 j0156712 j0156734
53224,端到端:ERROR OVERSEA streamsjob healthy not good!,10+,1,oversea good healthy streamsjob not error 00 j0156399 j0156430 j0156712
53225,端到端:ERROR OVERSEA streamsjob status not running!,10+,1,oversea running streamsjob status not error 00 j0156430 j0156712 j0156734
53226,端到端:ERROR CN streamsjob status not running!,10+,1,cn running streamsjob status not error j0160221 j0159053 j0156712 j0156734
53228,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10+,1,streams hc infospherestreams bin process application down 48 the is
53229,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10+,1,streams hc infospherestreams bin process application down 48 the is
53230,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10+,1,streams hc infospherestreams bin process application down 48 the is
53255,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-srm,10+,1,streams srm infospherestreams bin process application down 48 the is
53256,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sam,10+,1,streams sam infospherestreams bin process application down 48 the is
53257,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-sch,10+,1,streams sch infospherestreams bin process application down 48 the is
53258,2018-12-21 11:48:02 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-hc,10+,1,streams hc infospherestreams bin process application down 48 the is
53259,2018-12-21 11:48:01 Error: The application process is down: /streams/InfoSphereStreams/system/impl/bin/streams-aas,10+,1,streams aas infospherestreams bin application down process 48 the is
53284,"12.34.36 S0092568  DSNB355I  -DP11 DSNB5SCO GROUP BUFFER POOL GBP28 RECOVERY LRSN VALUES MIGHT CAUSE A DELAY IN GRECP RECOVERY. PAGE LEVEL   = 00D5690EFD9D01000000 - PAGE LEVEL IN LOCAL TIMESTAMP   = 12:26:36 DEC 21, 2018 - MEMBER",10+,1,recovery level page in d5690efd9d01000000 timestamp local dec might member
53285,"12.07.48 S0093398  _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:07:48.",10+,1,cip1mm21 s0093398 cip1kt22 event eyupn0005w sammax hs notify context created
53286,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT21 CID: RH21 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,rh21 cip1kt21 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53287,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT11 CID: RH11 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,rh11 cip1kt11 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53288,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT41 CID: RH41 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,rh41 cip1kt41 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53289,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1KT31 CID: RH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,rh31 cip1kt31 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53290,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT21 CID: TH21 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,th21 cip1at21 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53291,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT11 CID: TH11 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,th11 cip1at11 lscs00h0 bcconnects0 net 中断 连接 stat cid released
53292,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT41 CID: TH41 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,th41 cip1at41 lscs00h0 net 连接 cid 中断 released bcconnects0 stat
53293,"14.28.00 S0092559  BCCONNECTS0 SEV=CRI CIP1AT31 CID: TH31 NET: LSCS00H0 STAT: RELEASED        ,CICS连接中断",10+,1,cip1at31 th31 lscs00h0 bcconnects0 net 中断 stat 连接 cid released
52119,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,113 cp1e destinationipaddr routestatus system active 11 03 bnroutacts0 s0092187
52120,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,34 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52121,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,97 cp1e 03 routestatus destinationipaddr bnroutacts0 s0092187 tcpip system cri
52122,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.81/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,81 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52123,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,113 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52124,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.33/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,33 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52125,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.114/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e routestatus destinationipaddr system 114 active 11 35 03 bnroutacts0
52126,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,35 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52127,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,115 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52128,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,115 cp1c 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52129,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,35 cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52130,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.81/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,81 cp1c 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52131,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,113 cp1c 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52132,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.33/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,33 cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52133,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.81/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.114/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e routestatus destinationipaddr system 114 active 11 81 03 bnroutacts0
52134,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.33/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,routestatus destinationipaddr 97 system active 11 33 cp1c cp1e 03
52135,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c routestatus destinationipaddr system 115 active 11 35 03 bnroutacts0
52136,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,114 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52137,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,97 cp1c 03 routestatus destinationipaddr bnroutacts0 s0092187 tcpip system cri
52138,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,34 cp1c 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52139,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,114 cp1c 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52140,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.81/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c routestatus destinationipaddr system 114 active 11 81 03 bnroutacts0
52141,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1C (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.114/32 System:CP1C (RouteStatus <> ACTIVE),1+,5,cp1c routestatus destinationipaddr system 115 114 active 11 03 bnroutacts0
52142,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,115 cp1a 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52143,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,97 cp1a 03 routestatus destinationipaddr bnroutacts0 s0092187 tcpip system cri
52144,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,114 cp1a 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52145,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,34 cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52146,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,35 cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52147,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.33/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,33 cp1a 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52148,03.09.54 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1A (RouteStatus <> ACTIVE),1+,5,113 cp1a 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52149,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.114/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,114 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52150,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.115/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,115 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52151,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.35/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,35 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52152,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.97/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,97 cp1e 03 routestatus destinationipaddr bnroutacts0 s0092187 tcpip system cri
52153,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,34 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52154,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.81/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,81 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52155,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.113/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,113 cp1e 03 destinationipaddr routestatus bnroutacts0 s0092187 tcpip system cri
52156,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.33/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,33 cp1e 03 routestatus bnroutacts0 destinationipaddr s0092187 tcpip system cri
52157,03.08.55 S0092187  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.4.34/32 System:CP1E (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.4.97/32 System:CP1E (RouteStatus <> ACTIVE),1+,5,cp1e routestatus destinationipaddr 97 system active 11 34 03 bnroutacts0
