id,risk,category,keys
51669,1+,3,cp1a destinationipaddr routestatus system active 11 s0092187 bnroutacts0 tcpip 01
51670,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51671,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51672,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51673,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51674,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51675,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51676,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51677,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51678,1+,6,vn001672 bneepuacts0 ip remote puname state cp1e cp1a s0092187 tcpip
51679,1+,6,vn000024 bneepuacts0 remote ip puname state cp1d cp1a s0092187 tcpip
51680,1+,6,eec1bc1c bneepuacts0 remote ip puname state cp1b cp1a s0092187 tcpip
51681,100+,6,sscpcp1c s0092179 tgn inactive ist1196i appn 22 bochqp connection cp1a
51682,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51683,1+,3,cp1f routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51684,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51685,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51686,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51687,1+,3,cp1e routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51688,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51689,1+,3,cp1e routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51690,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51691,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51692,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51693,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51694,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51695,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51696,1+,3,cp1d routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51697,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51698,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51699,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51700,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51701,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51702,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51703,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51704,1+,3,cp1a destinationipaddr routestatus system active 11 s0092187 bnroutacts0 tcpip 01
51705,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51706,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51707,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51708,1+,3,cp1b routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51709,1+,3,cp1b routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51710,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51711,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51712,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51713,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51714,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51715,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51716,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51717,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51718,1+,3,cp1d routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51719,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51720,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51721,1+,3,cp1a destinationipaddr routestatus system active 11 s0092187 bnroutacts0 tcpip 01
51722,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51723,1+,3,cp1f routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51724,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51725,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51726,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51727,1+,3,cp1b routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51728,1+,3,cp1e routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51729,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51730,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51731,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51732,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51733,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51734,10+,6,topic stringcnt string bqbstopics0 sysmode s0129913 all cp1e bancs 01
51735,10+,6,subs bqbdtopics0 cnt namecnt s0129913 dnf all name cp1e bancs
51736,10+,6,sub subscriptionname bqbgtopics0 sysmode namecnt subs glms s0129913 all cp1e
51737,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51738,1+,3,cp1b cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51739,1+,3,cp1b routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51740,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51741,1+,3,cp1f cp1a s0092187 bnroutacts0 routestatus destinationipaddr tcpip 01 cri system
51742,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51743,1+,3,cp1e routestatus destinationipaddr system active 11 cp1a s0092187 bnroutacts0 tcpip
51744,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51745,1+,3,cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system active
51746,1+,3,cp1e cp1a s0092187 bnroutacts0 destinationipaddr routestatus tcpip 01 cri system
51747,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51748,1+,3,cp1a destinationipaddr routestatus system active 11 s0092187 bnroutacts0 tcpip 01
51749,1+,3,cp1d cp1a s0092187 destinationipaddr bnroutacts0 routestatus tcpip 01 cri system
51750,100+,6,xvollkup s0047996 smc smc0051 dummtw01 function 00000260 ascomm interface subsystem
51751,10+,6,db2 s0130129 cip1ka16 dp51 disconnected dfhdb2025i attachment subsystem from cics
51752,10+,6,cip1fa11 connections db2 s0130261 closed be 112 number dp1c dp0c
51753,10+,6,cip1fa12 db2 s0130262 dp1c dp0c attachment dfhdb2025i disconnected subsystem from
51754,10+,6,cip1ga11 db2 s0179191 dp1c dp0c dfhdb2025i attachment disconnected subsystem from
51755,10+,6,count cskl bctaskcskls0 s0129908 tranid all 10 cp1c 01 cri
51756,10+,6,cip1ft11 db2 s0130269 dp1c dp0c attachment disconnected dfhdb2025i subsystem from
51757,1+,7,67 exbs s0130101 qp11 58 chl 123 csqx599e ended abnormally
51758,1+,7,amlcrr s0130101 qp11 113 chl csqx599e ended abnormally 17 csqxresp
51759,1+,7,165 glms s0130101 qp11 chl csqx599e ended abnormally csqxresp channel
51760,10+,6,tme76400 f7 59 interval ios080i exceeded an request been cp2c
51761,10+,6,77254 bctaklifes1 时间 18000 分钟 响应 tsbs lifetime 交易 elapsedtime
51762,1+,7,swiftlnk s0178013 qwp1 swifti csqxrctl chl csqx599e ended abnormally channel
51763,1+,5,j0092369 g01sagoc cp1f sets ief099i waiting job data for 01
51764,100+,6,s0092179 sscpcp1f ist1196i inactive appn tgn bochqp connection cp1a 02
51765,1+,3,cp1e destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51766,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51767,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51768,1+,3,17 cp1e cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51769,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51770,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51771,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51772,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51773,1+,3,cp1e destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51774,1+,3,cp1c routestatus destinationipaddr system active 11 cp1a 02 s0092187 bnroutacts0
51775,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51776,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51777,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51778,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51779,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51780,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51781,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51782,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51783,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51784,1+,3,cp1c destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51785,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51786,1+,3,cp1c routestatus destinationipaddr system active 11 cp1a 02 s0092187 bnroutacts0
51787,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51788,1+,3,cp1a 113 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system
51789,1+,3,cp1a 34 02 s0092187 destinationipaddr routestatus bnroutacts0 tcpip cri system
51790,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51791,1+,3,cp1a destinationipaddr routestatus system active 11 17 02 s0092187 bnroutacts0
51792,1+,3,cp1a 114 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51793,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51794,1+,3,17 cp1c cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51795,1+,3,cp1a 97 destinationipaddr routestatus system active 11 02 s0092187 bnroutacts0
51796,1+,3,cp1a 115 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system
51797,1+,3,cp1a 33 02 s0092187 destinationipaddr routestatus bnroutacts0 tcpip cri system
51798,1+,3,cp1a destinationipaddr routestatus system active 81 11 02 s0092187 bnroutacts0
51799,1+,3,cp1a destinationipaddr routestatus system active 11 17 02 s0092187 bnroutacts0
51800,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51801,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51802,1+,3,cp1a 17 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51803,1+,3,cp1a destinationipaddr routestatus system active 81 11 02 s0092187 bnroutacts0
51804,1+,3,cp1a 81 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51805,1+,3,cp1a 35 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51806,1+,3,cp1a 97 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51807,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51808,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51809,1+,3,cp1a destinationipaddr routestatus 113 system active 11 35 02 s0092187
51810,100+,6,sscpcp1b s0177983 tgn appn ist1196i inactive bochqp connection cp1f 02
51811,1+,3,17 cp1e cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51812,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51813,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51814,1+,3,cp1e destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51815,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51816,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51817,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51818,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51819,1+,3,cp1e cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51820,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51821,1+,3,17 cp1c cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51822,1+,3,cp1c destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51823,1+,3,cp1c destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51824,1+,3,cp1a 17 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51825,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51826,1+,3,cp1a destinationipaddr routestatus system active 11 17 02 s0092187 bnroutacts0
51827,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51828,1+,3,cp1a destinationipaddr routestatus system active 11 17 02 s0092187 bnroutacts0
51829,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51830,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51831,10+,6,hyperswap ibmse11 user by disabled 27 s0195832 at 30 geo551i
51832,1+,3,cp1e destinationipaddr routestatus system active 11 17 cp1a 02 s0092187
51833,1+,3,cp1a 17 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51834,1+,3,cp1a 17 destinationipaddr routestatus system active 11 02 s0092187 bnroutacts0
51835,1+,3,17 cp1c cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51836,1+,3,17 cp1e cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51837,1+,3,cp1b 17 cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri
51838,10+,6,db2 s0130143 cip1ka24 dp61 attachment dfhdb2025i disconnected subsystem from cics
51839,10+,6,cip1fa41 db2 s0130264 dp4c 02 dp0c attachment dfhdb2025i disconnected subsystem
51840,10+,6,cip1fa42 db2 s0130263 dp4c 02 dp0c attachment dfhdb2025i disconnected subsystem
51841,10+,6,cskl bctaskcskls0 count tranid all s0092559 10 cp1c 02 cri
51842,10+,6,cip1fa21 db2 s0130259 dp2c 02 dp0c dfhdb2025i attachment disconnected subsystem
51843,10+,6,cip1fa22 db2 s0130260 dp2c 02 dp0c dfhdb2025i attachment disconnected subsystem
51844,10+,6,cip1ga21 db2 s0179192 dp2c 02 dp0c attachment dfhdb2025i disconnected subsystem
51845,10+,6,cip1ft41 db2 s0130271 dp4c 02 dp0c attachment dfhdb2025i disconnected subsystem
51846,1+,7,amlcrr s0130103 qp41 113 chl csqx599e abnormally ended 17 csqxresp
51847,1+,7,67 exbs s0130103 qp41 58 chl 123 csqx599e ended abnormally
51848,1+,7,gpg gts s0130103 qp41 18 80 chl csqx599e ended abnormally
51849,1+,7,amlmas 113 s0178013 qwp1 swifti chl csqx599e ended abnormally 17
51850,1+,7,ctis 112 s0178013 qwp1 swifti chl csqx599e abnormally ended csqxresp
51851,1+,7,gcs 119 31 s0178013 qwp1 swifti chl 123 csqx599e ended
51852,1+,7,gcscdr 156 31 s0178013 qwp1 swifti chl 123 csqx599e ended
51853,1+,7,121 69 swiftlnk s0178013 qwp1 swifti 13 chl csqx599e ended
51854,1+,7,murex swiftid 57 s0178013 qwp1 chl 123 25 csqx599e abnormally
51855,1+,7,gts s0178013 qwp1 swifti chl csqx599e abnormally ended csqxresp channel
51856,1+,7,gcms 100 s0178013 qwp1 swifti 23 chl 123 csqx599e abnormally
51857,1+,7,stopping gpg s0130102 qp21 gupp chl 123 csqx599e ended abnormally
51858,1+,7,grtp alc qp21 s0130102 113 chl csqx599e abnormally ended 17
51859,1+,7,v2 165 s0130102 qp21 glms chl csqx599e abnormally ended csqxresp
51860,1+,7,qe s0130102 qp21 36 80 chl 123 csqx599e ended abnormally
51861,1+,7,wbifnbj wbifnhk s0178013 chl1 qwp1 csqx599e ended abnormally csqxresp channel
51862,1+,7,saa wbifn 26 72 s0178013 qwp1 chl 123 csqx599e ended
51863,1+,7,swiftid gupp s0178013 34 qwp1 80 chl 123 csqx599e abnormally
51864,1+,7,cass 144 65 s0178013 qwp1 swifti chl 123 csqx599e abnormally
51865,1+,7,ctiso s0178013 125 81 qwp1 swifti chl 38 csqx599e abnormally
51866,1+,7,wbifnbj wbifnhk s0178013 qwp1 csqxrctl chl csqx599e abnormally ended channel
51867,10+,6,368 bctaklifes1 时间 分钟 响应 lifetime tsbs 18000 交易 elapsedtime
51868,1+,7,qps1 qm55 qr to ended abnormally chl2 s0093149 chl1 csqxrctl
51869,1+,7,qps1 chl2 s0093149 qm55 csqxrctl qr to csqx599e ended abnormally
51870,1+,7,qps1 chl2 s0093149 qm93 csqxrctl qr to csqx599e ended abnormally
51871,1+,7,qps1 chn2 s0093149 qm55 csqxrctl qr to csqx599e ended abnormally
51872,1+,7,qps1 s0093149 qm55 chl1 csqxrctl qr to csqx599e ended abnormally
51873,1+,7,qps1 146 s0127290 chn1 qm55 35 qr to csqx599e ended
51874,1+,7,qps2 s0127284 141 qm93 chl1 35 qr to csqx599e ended
51875,1+,7,qps1 151 s0127290 qmdd chl1 35 qr to csqx599e ended
51876,1+,7,qps1 s0127290 141 qm93 chl1 35 qr to csqx599e ended
51877,1+,7,qps1 qr to s0127290 longer no qmdd chn1 qm93 chl1
51878,1+,7,qps2 s0127284 146 qm55 chl1 35 qr to csqx599e ended
51879,1+,7,qpy1 chn2 s0093135 qm55 csqxrctl qr to csqx599e ended abnormally
51880,1+,7,qpy1 s0093135 qmdd chn1 csqxrctl qr to csqx599e ended abnormally
51881,1+,7,qpy1 s0093135 chn1 qm93 csqxrctl qr to csqx599e ended abnormally
51882,1+,7,qpy1 qr to chn2 s0093135 on qmdd chn1 qm93 csqxrctl
51883,1+,7,qpy1 s0093135 qmdd chl1 csqxrctl qr to csqx599e ended abnormally
51884,1+,7,qpy1 s0093135 chl2 qm93 csqxrctl qr to csqx599e ended abnormally
51885,1+,7,qpy1 s0093135 qm55 chl1 csqxrctl qr to csqx599e ended abnormally
51886,10+,5,j0093129 e76 signaled write host end on device volume p1zosdl
51887,1+,7,qpy1 s0092108 chn1 qmdd qr to csqx599e ended abnormally csqxresp
51888,1+,7,qpy1 s0092108 qmdd chl1 qr to csqx599e ended abnormally csqxresp
51889,1+,7,qpy1 s0092108 chn1 qm55 qr to csqx599e ended abnormally csqxresp
51890,1+,7,qpy1 s0092108 qm55 chl1 qr to csqx599e ended abnormally csqxresp
51891,1+,7,qpy2 s0092109 qm93 chl1 qr to csqx599e abnormally ended csqxresp
51892,1+,7,qpy2 s0092109 qm55 chl1 qr to csqx599e ended abnormally csqxresp
51893,10+,6,a3706 c4041376 bc7 b4 etqd2041 et prdc64r lveq dataset exceeded
51894,10+,6,s0093084 相关 运行 值班人员 reply 生产 ief238d 系统管理 sa390ipl cancel
51895,10+,6,s0093084 相关 运行 值班人员 reply 生产 ief238d 系统管理 sa390ipl cancel
51896,10+,6,rh31 cip1kt31 lscs00h0 stat cid net released 中断 bcconnects0 连接
51897,1+,6,bzasldpsvs0 ldpsrv jobname s0092559 cp1c cp1e 02 status cri active
51898,1+,6,cip1ka33 bcemvslmts0 emvs emvsused target 85 s0092559 war cp1c 02
51899,1+,6,cip1ka35 emvsused emvs bcemvslmts0 target 85 s0092559 war cp1c 02
51900,1+,6,cip1ka32 bcemvslmts0 emvs emvsused target 85 s0092559 war cp1c 02
51901,1+,6,cip1ka38 bcemvslmts0 emvs emvsused target 85 s0092559 war cp1c 02
51902,1+,6,cip1ka34 bcemvslmts0 emvs emvsused target 85 s0092559 war cp1c 02
51903,1+,6,cip1ka36 bcemvslmts0 emvs emvsused target 85 s0092559 war cp1c 02
51904,1+,6,cip1ka31 emvs emvsused 85 bcemvslmts0 target s0092559 war cp1c 02
51905,10+,6,th31 cip1at31 lscs00h0 bcconnects0 cid released 中断 stat net 连接
51906,10+,6,sub subscriptionname bqbgtopics0 sysmode namecnt subs glms s0093003 all cp1e
51907,10+,6,subs cnt bqbdtopics0 namecnt s0093003 dnf all name cp1e 02
51908,10+,6,topic stringcnt string bqbstopics0 sysmode s0093003 all cp1e 02 bancs
51909,1+,5,j0093047 rmfrptd3 cp1d 02 waiting ief099i sets job data for
51910,1+,5,j0184841 rmfrptd3 cp3a 02 waiting ief099i sets job data for
51911,1+,7,qwp1 s0178013 qwp2 csqxrctl to csqx599e ended abnormally channel cp1d
51912,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51913,1+,3,cp1f destinationipaddr routestatus system active 11 cp1a 02 s0092187 bnroutacts0
51914,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51915,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51916,1+,3,cp1f cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51917,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51918,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51919,1+,3,cp1d cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51920,1+,3,cp1d cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51921,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51922,1+,3,cp1d routestatus destinationipaddr system active 11 cp1a 02 s0092187 bnroutacts0
51923,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51924,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51925,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51926,1+,6,eec1bc1e persisting bneepuacts0 puname remote ip state cp1b cp1a 02
51927,1+,6,vn000028 persisting bneepuacts0 ip remote puname state cp1d cp1a 02
51928,1+,6,vn00034d persisting bneepuacts0 ip remote puname state cp1c cp1a 02
51929,1+,6,eec1ac1e cp1a persisting puname remote bneepuacts0 ip state 02 s0092187
51930,1+,6,vn00002f persisting bneepuacts0 ip remote puname state cp1f cp1a 02
51931,1+,3,cp1d cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51932,1+,3,cp1d cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51933,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51934,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51935,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51936,1+,3,cp1a 02 s0092187 bnroutacts0 destinationipaddr routestatus tcpip cri system active
51937,1+,3,cp1f destinationipaddr routestatus system active 11 cp1a 02 s0092187 bnroutacts0
51938,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51939,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51940,1+,3,cp1f cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51941,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51942,1+,3,cp1c cp1a 02 s0092187 destinationipaddr bnroutacts0 routestatus tcpip cri system
51943,1+,3,cp1d routestatus destinationipaddr system active 11 cp1a 02 s0092187 bnroutacts0
51944,1+,3,cp1b cp1a 02 s0092187 bnroutacts0 routestatus destinationipaddr tcpip cri system
51945,1+,6,eec1ac1e cp1a bneepuacts0 ip remote puname state 02 s0092187 tcpip
51946,1+,6,vn000028 bneepuacts0 remote ip puname state cp1d cp1a 02 s0092187
51947,1+,6,vn00034d bneepuacts0 ip remote puname state cp1c cp1a 02 s0092187
51948,1+,6,vn00002f persisting bneepuacts0 ip remote puname state cp1f cp1a 02
51949,1+,6,eec1bc1e persisting bneepuacts0 puname remote ip state cp1b cp1a 02
51950,10+,5,tapemark e56 j0097989 g01scr10 write signaled host end on device
51951,1+,8,connection s0093434 qwp0 qwp1 00000000 tcp manager trptype unexpectedly csqx209e
51952,1+,8,qwp0 connection s0093434 qwp1 swifti trptype tcp manager csqx209e unexpectedly
51953,1+,8,qwp0 connection s0093434 qwp1 swifti 00000000 trptype manager tcp csqx209e
51954,1+,8,qwp0 s0093045 connection qwp2 swifti 00000000 tcp manager trptype terminated
51955,1+,8,connection s0093434 qwp0 qwp1 00000000 tcp manager trptype unexpectedly csqx209e
51956,1+,8,qwp0 connection s0093434 qwp1 swifti trptype tcp manager csqx209e unexpectedly
51957,1+,8,qwp0 connection s0093434 qwp1 swifti 00000000 trptype manager tcp csqx209e
51958,1+,8,connection s0093434 qwp0 qwp1 swifti 00000000 trptype tcp terminated csqx209e
51959,1+,8,s0093566 connection istconn mer gen supported prm mq4a mqga 123
51960,1+,8,s0093436 connection cre prm mq2a svrconn mqga 123 00000000 tcp
