id,sysname,hostname,firstoccurredtime,lastoccurredtime,compressedtime,summary,severity,serial,flag,assignedto,status,timestamp,riskratio,key,knowledge
78392,P1,zos,13:27.0,13:27.0,2,21.13.23 CP1F J0083472  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110358389,2,ÓÚÊÀÅó,1,2019/5/17 22:00,1+,DBA:BANCS,1
78393,P1,zos,13:27.0,13:27.0,2,21.13.24 CP1F J0083472  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.5% INUSE SYSJOB,1,110358390,2,ÓÚÊÀÅó,1,2019/5/17 22:00,1+,DBA:BANCS,1
78394,P1,zos,13:26.0,13:26.0,2,21.13.23 CP1F J0083472  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.1% INUSE SYSJOB,1,110358388,2,ÓÚÊÀÅó,1,2019/5/17 22:00,1+,DBA:BANCS,1
78395,P1,zos,11:58.0,11:58.0,2,21.11.54 CP1E J0083543 *IEF099I JOB NA100009 WAITING FOR DATA SETS,1,110358385,2,ÓÚÊÀÅó,1,2019/5/17 22:00,1+,IEF099I,1
78396,P1,zos,48:20.0,48:20.0,2,22.48.14 CP1C J0086976 *IEF099I JOB G01S663B WAITING FOR DATA SETS,1,110359196,2,ÓÚÊÀÅó,1,2019/5/17 23:00,1+,IEF099I,1
78397,P1,zos,40:30.0,43:20.0,2,22.43.13 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EH460015 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP61APPL.D6226990D7FA = 116401 -           P,1,110359192,2,ÓÚÊÀÅó,1,2019/5/17 23:00,1+,DSNR035I,1
78398,P1,zos,39:10.0,39:11.0,3,00.39.03 CP1D J0095923 *IEF099I JOB SA060000 WAITING FOR DATA SETS,1,110359311,2,ÓÚÊÀÅó,1,2019/5/18 1:00,1+,IEF099I,1
78399,P1,zos,40:30.0,03:30.0,3,00.03.22 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP61APPL.D6227A4E7906 = 125030 -,1,110359192,2,ÓÚÊÀÅó,1,2019/5/18 1:00,1+,DSNR035I,1
78401,P2,zos,30:17.0,30:17.0,1,01.29.38 CP2D J0094747 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110359363,2,ÓÚÊÀÅó,1,2019/5/18 2:00,1+,IEF099I,1
78403,P1,zos,00:32.0,00:32.0,1,01.00.01 CP1D J0098653 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,1,110359331,2,ÓÚÊÀÅó,1,2019/5/18 2:00,1+,IEF099I,1
78404,P2,zos,50:48.0,50:48.0,1,02.50.41 CP2C J0125945 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,1,110359430,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,IEF099I,1
78405,P3,zos,34:51.0,34:51.0,1,02.34.42 CP3A J0120572 *IEF099I JOB DEDPIN31 WAITING FOR DATA SETS,1,110359414,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,IEF099I,1
78406,P1,zos,15:10.0,15:10.0,2,02.15.01 CP1D J0104759 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110359405,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,IEF099I,1
78407,P3,zos,15:10.0,15:10.0,1,02.15.01 CP3B J0115112 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110359404,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,IEF099I,1
78408,P1,zos,05:56.0,05:57.0,15,02.05.52 CP1E S0008409 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110359399,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,DSNB319A,1
78409,P1,zos,05:45.0,05:48.0,15,02.05.42 CP1D S0008416 *DSNB325A  -DP61 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP25,1,110359398,2,ÓÚÊÀÅó,1,2019/5/18 3:00,1+,DSNB325A,1
78410,P2,zos,55:58.0,58:40.0,21,"03.58.36 CP2D           IOS080I 4CDF,C0,AM300005, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.TEMP.AM200547.S01",1,110359491,2,ÓÚÊÀÅó,1,2019/5/18 4:00,1+,IOS080I,1
78411,P1,zos,48:32.0,48:32.0,1,04.48.06 CP1D J0116795 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110359534,2,ÓÚÊÀÅó,1,2019/5/18 5:00,1+,IEF099I,1
78413,P1,zos,32:31.0,32:31.0,2,05.32.23 CP1F J0117464 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110359580,2,ÓÚÊÀÅó,1,2019/5/18 6:00,1+,IEF099I,1
78414,P1,zos,06:45.0,06:45.0,1,05.06.04 CP1F J0116922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.5% INUSE SYSJOB,1,110359554,2,ÓÚÊÀÅó,1,2019/5/18 6:00,1+,DBA:BANCS,1
78415,P1,zos,06:45.0,06:45.0,1,05.06.03 CP1F J0116922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.1% INUSE SYSJOB,1,110359552,2,ÓÚÊÀÅó,1,2019/5/18 6:00,1+,DBA:BANCS,1
78416,P1,zos,06:45.0,06:45.0,1,05.06.04 CP1F J0116922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110359553,2,ÓÚÊÀÅó,1,2019/5/18 6:00,1+,DBA:BANCS,1
78417,P1,zos,06:40.0,06:40.0,1,05.06.05 CP1F J0116922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.3% INUSE SYSJOB,1,110359551,2,ÓÚÊÀÅó,1,2019/5/18 6:00,1+,DBA:BANCS,1
78421,P3,zos,02:12.0,02:12.0,2,06.02.07 CP3C J0141275  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.7% INUSE SYSJOB,1,110359599,2,ÓÚÊÀÅó,1,2019/5/18 7:00,1+,DBA:BOCSY,1
78424,P1,zos,35:09.0,35:09.0,1,08.35.01 CP1E J0120225 *IEF099I JOB G00S077B WAITING FOR DATA SETS,1,110359803,2,ÓÚÊÀÅó,1,2019/5/18 9:00,1+,IEF099I,1
78430,P1,zos,23:32.0,29:32.0,3,12.29.24 CP1E S0008418  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP71APPL.D6231F649150 = 163036 -,1,110359921,2,ÓÚÊÀÅó,1,2019/5/18 13:00,1+,DSNR035I,1
78431,P3,zos,01:59.0,01:59.0,2,13.01.51 CP3C J0186964  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.7% INUSE SYSJOB,1,110359947,2,ÓÚÊÀÅó,1,2019/5/18 14:00,1+,DBA:BOCSY,1
78432,P3,zos,34:27.0,34:27.0,2,14.34.17 CP3C S0126006  +CSQX599E !QP1S CSQXRESP Channel TIMCLU.QP0S ended abnormally connection 21.125.38.166,1,110359992,2,ÓÚÊÀÅó,1,2019/5/18 15:00,10+,CSQX599E,1
78433,P3,zos,34:27.0,34:27.0,2,"14.34.17 CP3C S0126006  +CSQX208E !QP1S CSQXRESP Error receiving data, channel TIMCLU.QP0S connection 21.125.38.166 -  (queue manager QP0S) -  TRPTYPE=TCP RC=00000461 (ECONNRESET) reason=769E0291",1,110359991,2,ÓÚÊÀÅó,1,2019/5/18 15:00,10+,CSQX208E,1
78434,P1,zos,02:28.0,07:17.0,63,18.02.20 CP1E S0008409 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25,1,110360108,2,ÓÚÊÀÅó,1,2019/5/18 19:00,1+,DSNB319A,1
78435,P1,zos,52:41.0,52:41.0,2,19.52.28 CP1C J0130428 *IEF099I JOB SORTFIL  WAITING FOR DATA SETS,1,110360155,2,ÓÚÊÀÅó,1,2019/5/18 20:00,1+,IEF099I,1
78436,P1,zos,06:28.0,06:28.0,2,20.06.22 CP1C J0130580 *IEF099I JOB SORTFIL  WAITING FOR DATA SETS,1,110360162,2,ÓÚÊÀÅó,1,2019/5/18 21:00,1+,IEF099I,1
78437,P1,zos,14:22.0,14:22.0,2,21.14.13 CP1C J0131219  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.3% INUSE SYSJOB,1,110360194,2,ÓÚÊÀÅó,1,2019/5/18 22:00,1+,DBA:BANCS,1
78438,P1,zos,14:17.0,14:21.0,2,21.14.13 CP1C J0131219  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.5% INUSE SYSJOB,1,110360193,2,ÓÚÊÀÅó,1,2019/5/18 22:00,1+,DBA:BANCS,1
78439,P1,zos,14:17.0,14:17.0,2,21.14.12 CP1C J0131219  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110360192,2,ÓÚÊÀÅó,1,2019/5/18 22:00,1+,DBA:BANCS,1
78440,P1,zos,14:17.0,14:17.0,2,21.14.12 CP1C J0131219  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.1% INUSE SYSJOB,1,110360191,2,ÓÚÊÀÅó,1,2019/5/18 22:00,1+,DBA:BANCS,1
78441,P1,zos,12:16.0,12:21.0,2,21.12.13 CP1F J0131298 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110360190,2,ÓÚÊÀÅó,1,2019/5/18 22:00,1+,IEF099I,1
78442,P1,zos,51:46.0,51:46.0,1,23.51.37 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP61APPL.D623B98C3D75 = 69050 -,1,110360299,2,ÓÚÊÀÅó,1,2019/5/19 0:00,1+,DSNR035I,1
78443,P1,zos,21:06.0,21:06.0,1,23.20.58 CP1F J0141496 *IEF099I JOB G01S663B WAITING FOR DATA SETS FROM S0052340 TWSA,1,110360272,2,ÓÚÊÀÅó,1,2019/5/19 0:00,10+,IEF099I,1
78444,P1,zos,51:46.0,59:23.0,2,00.59.14 CP1D S0053306  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = DELMWH01 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D623C7BA0189 = 173688 -           P,1,110360299,2,ÓÚÊÀÅó,1,2019/5/19 1:00,1+,DSNR035I,1
78446,P1,zos,51:46.0,51:58.0,6,01.51.50 CP1D S0053306  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 9 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D623CEDE6B6E = 174289 -           P,1,110360299,2,ÓÚÊÀÅó,1,2019/5/19 2:00,1+,DSNR035I,1
78447,P1,zos,38:44.0,38:46.0,15,01.38.35 CP1D S0008416 *DSNB319A  -DP61 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110361034,2,ÓÚÊÀÅó,1,2019/5/19 2:00,1+,DSNB319A,1
78448,P2,zos,32:18.0,32:18.0,1,01.31.44 CP2B J0164178 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110361032,2,ÓÚÊÀÅó,1,2019/5/19 2:00,1+,IEF099I,1
78451,P1,zos,00:13.0,00:13.0,2,01.00.02 CP1E J0147821 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,1,110360815,2,ÓÚÊÀÅó,1,2019/5/19 2:00,1+,IEF099I,1
78452,P1,zos,51:46.0,26:05.0,10,02.23.30 CP1D S0053306  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 18 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D623CEDE6B6E = 174289 -,1,110360299,2,ÓÚÊÀÅó,1,2019/5/19 2:28,1+,DSNR035I,1
78453,P3,zos,15:47.0,15:47.0,1,02.15.04 CP3A J0041226 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110361073,2,ÓÚÊÀÅó,1,2019/5/19 2:28,1+,IEF099I,1
78455,P2,zos,04:42.0,04:42.0,1,"02.04.20 CP2A           IOS080I 47B8,4E,TMD14400, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.SINT.TPD14406.PR44",1,110361060,2,ÓÚÊÀÅó,1,2019/5/19 2:28,1+,IOS080I,1
78456,P2,zos,52:56.0,52:56.0,1,02.52.48 CP2C J0195313 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,1,110361109,2,ÓÚÊÀÅó,1,2019/5/19 3:00,1+,IEF099I,1
78457,P1,zos,37:21.0,37:21.0,2,02.35.56 CP1E S0052951  BQAPPQDEPS0 SEV=WAR QWP1 NamedQueue: GUPP.SWIFTI.SEND.RECVQ CURRENT DEPTH:2002 (CurrentDepth >= 2000),1,110361092,2,ÓÚÊÀÅó,1,2019/5/19 3:00,10+,BQAPPQDEPS0,1
78458,P1,zos,51:46.0,26:05.0,10,23.51.37 CP1D S0008416  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP61APPL.D623B98C3D75 = 69050 -,1,110360299,2,ÓÚÊÀÅó,1,2019/5/19 3:00,1+,DSNR035I,1
78459,P3,zos,15:47.0,15:47.0,1,02.15.04 CP3A J0041226 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110361073,2,ÓÚÊÀÅó,1,2019/5/19 3:00,1+,IEF099I,1
78461,P2,zos,04:42.0,04:42.0,1,"02.04.20 CP2A           IOS080I 47B8,4E,TMD14400, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.SINT.TPD14406.PR44",1,110361060,2,ÓÚÊÀÅó,1,2019/5/19 3:00,1+,IOS080I,1
78462,P1,zos,49:07.0,49:07.0,1,03.49.00 CP1E J0163967 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FC4698 (/tapelibPRODHSH/DD1_POOL02_FS8/FC4698) scratched,1,110361147,2,ÓÚÊÀÅó,1,2019/5/19 4:00,10+,IEF099I,1
78463,P1,zos,40:47.0,40:47.0,1,03.40.42 CP1F J0163891 *IEF099I JOB G02S389B WAITING FOR DATA SETS,1,110361143,2,ÓÚÊÀÅó,1,2019/5/19 4:00,1+,IEF099I,1
78464,P3,zos,32:18.0,32:18.0,1,04.31.46 CP3D J0060283 *IEF099I JOB DEDPGBU4 WAITING FOR DATA SETS,1,110361175,2,ÓÚÊÀÅó,1,2019/5/19 5:00,1+,IEF099I,1
78465,P3,zos,32:14.0,32:14.0,1,04.31.56 CP3D J0060301 *IEF099I JOB DEDPGBS5 WAITING FOR DATA SETS,1,110361174,2,ÓÚÊÀÅó,1,2019/5/19 5:00,1+,IEF099I,1
78466,P2,zos,08:22.0,08:22.0,2,"04.08.11 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",1,110361164,2,ÓÚÊÀÅó,1,2019/5/19 5:00,1+,IXC585E,1
78469,P1,zos,29:10.0,29:10.0,2,05.29.05 CP1C J0165590 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110361211,2,ÓÚÊÀÅó,1,2019/5/19 6:00,1+,IEF099I,1
78470,P1,zos,06:01.0,06:01.0,2,05.05.56 CP1E J0165140  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.4% INUSE SYSJOB,1,110361196,2,ÓÚÊÀÅó,1,2019/5/19 6:00,1+,DBA:BANCS,1
78471,P1,zos,06:01.0,06:01.0,2,05.05.54 CP1E J0165140  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.2% INUSE SYSJOB,1,110361197,2,ÓÚÊÀÅó,1,2019/5/19 6:00,1+,DBA:BANCS,1
78472,P1,zos,06:01.0,06:01.0,2,05.05.55 CP1E J0165140  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110361198,2,ÓÚÊÀÅó,1,2019/5/19 6:00,1+,DBA:BANCS,1
78473,P1,zos,06:00.0,06:00.0,1,05.05.55 CP1E J0165140  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.7% INUSE SYSJOB,1,110361195,2,ÓÚÊÀÅó,1,2019/5/19 6:00,1+,DBA:BANCS,1
78477,P3,zos,02:02.0,02:02.0,2,06.01.55 CP3C J0062759  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.7% INUSE SYSJOB,1,110361247,2,ÓÚÊÀÅó,1,2019/5/19 7:00,1+,DBA:BOCSY,1
78478,P1,zos,51:48.0,51:49.0,2,07.51.42 CP1E J0167225 *IEF099I JOB G02SD389 WAITING FOR DATA SETS,1,110361362,2,ÓÚÊÀÅó,1,2019/5/19 8:00,1+,IEF099I,1
78481,P1,zos,01:09.0,01:09.0,1,08.01.03 CP1D J0167300 *IEF099I JOB G02SD501 WAITING FOR DATA SETS,1,110361378,2,ÓÚÊÀÅó,1,2019/5/19 9:00,1+,IEF099I,1
78485,P3,zos,02:27.0,02:27.0,2,13.02.18 CP3C J0108429  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.9% INUSE SYSJOB,1,110361591,2,ÓÚÊÀÅó,1,2019/5/19 14:00,1+,DBA:BOCSY,1
78486,P1,zos,02:11.0,04:50.0,50,18.04.44 CP1E S0008409 *DSNB319A  -DP31 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110361719,2,ÓÚÊÀÅó,1,2019/5/19 19:00,1+,DSNB319A,1
78487,P1,zos,14:07.0,14:11.0,2,21.14.01 CP1F J0176418  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.4% INUSE SYSJOB,1,110361825,2,ÓÚÊÀÅó,1,2019/5/19 22:00,1+,DBA:BANCS,1
78488,P1,zos,14:06.0,14:06.0,1,21.14.01 CP1F J0176418  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.7% INUSE SYSJOB PART 20 75.4% INUSE SYSJOB,1,110361824,2,ÓÚÊÀÅó,1,2019/5/19 22:00,1+,DBA:BANCS,1
78489,P1,zos,14:06.0,14:06.0,1,21.14.00 CP1F J0176418  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.2% INUSE SYSJOB,1,110361822,2,ÓÚÊÀÅó,1,2019/5/19 22:00,1+,DBA:BANCS,1
78490,P1,zos,14:06.0,14:06.0,2,21.14.00 CP1F J0176418  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110361823,2,ÓÚÊÀÅó,1,2019/5/19 22:00,1+,DBA:BANCS,1
78491,P1,zos,11:11.0,11:11.0,2,21.11.08 CP1D J0176484 *IEF099I JOB NA100006 WAITING FOR DATA SETS,1,110361820,2,ÓÚÊÀÅó,1,2019/5/19 22:00,1+,IEF099I,1
78492,P1,zos,58:05.0,58:05.0,1,23.58.00 CP1D S0008408  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP21APPL.D624FA574413 = 106190 -,1,110361925,2,ÓÚÊÀÅó,1,2019/5/20 0:00,1+,DSNR035I,1
78493,P1,zos,01:06.0,01:06.0,1,00.01.01 CP1C J0188650 *IEF099I JOB G01SUOCR WAITING FOR DATA SETS,1,110361931,2,ÓÚÊÀÅó,1,2019/5/20 1:00,1+,IEF099I,1
78496,P1,zos,55:53.0,55:53.0,1,01.55.44 CP1D J0197361 *IEF099I JOB G01S506B WAITING FOR DATA SETS,1,110362094,2,ÓÚÊÀÅó,1,2019/5/20 2:00,1+,IEF099I,1
78497,P1,zos,02:11.0,50:10.0,79,01.49.59 CP1C S0007732 *DSNB319A  -DP11 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110361719,2,ÓÚÊÀÅó,1,2019/5/20 2:00,1+,DSNB319A,1
78498,P1,zos,49:48.0,49:49.0,15,01.49.39 CP1E S0008409 *DSNB325A  -DP31 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP25,1,110362087,2,ÓÚÊÀÅó,1,2019/5/20 2:00,1+,DSNB325A,1
78499,P2,zos,35:12.0,35:12.0,1,01.34.39 CP2C J0033752 *IEF099I JOB TMZ60000 WAITING FOR DATA SETS,1,110362070,2,ÓÚÊÀÅó,1,2019/5/20 2:00,1+,IEF099I,1
78500,P2,zos,09:18.0,09:18.0,1,"01.08.47 CP2C           IOS080I 4CFB,70,TME74100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.PAIF.TPE74102.PR41",1,110362048,2,ÓÚÊÀÅó,1,2019/5/20 2:00,1+,IOS080I,1
78503,P3,zos,15:17.0,15:17.0,1,02.15.03 CP3B J0163769 *IEF099I JOB RMFRPTD3 WAITING FOR DATA SETS,1,110362106,2,ÓÚÊÀÅó,1,2019/5/20 3:00,1+,IEF099I,1
78504,P2,zos,09:18.0,09:35.0,5,"02.09.18 CP2A           IOS080I 15C7,BC,C4042354, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDC64R.LVEQ.ET.ETQD2042.A3504",1,110362048,2,ÓÚÊÀÅó,1,2019/5/20 3:00,1+,IOS080I,1
78505,P1,zos,50:24.0,50:40.0,5,"03.50.32 CP1D           IOS080I 20EA,57,ZAPISS0C, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VP15D25",1,110362185,2,ÓÚÊÀÅó,1,2019/5/20 4:00,1+,IOS080I,1
78506,P2,zos,00:48.0,00:49.0,2,03.00.43 CP2C J0064946 *IEF099I JOB C4CARD01 WAITING FOR DATA SETS,1,110362146,2,ÓÚÊÀÅó,1,2019/5/20 4:00,1+,IEF099I,1
78509,P1,zos,15:57.0,15:57.0,1,05.15.51 CP1F J0001219 *IEF099I JOB AXBKOUT  WAITING FOR DATA SETS,1,110362245,2,ÓÚÊÀÅó,1,2019/5/20 6:00,1+,IEF099I,1
78510,P1,zos,04:54.0,04:54.0,1,05.04.46 CP1E J0000887  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.4% INUSE SYSJOB,1,110362239,2,ÓÚÊÀÅó,1,2019/5/20 6:00,1+,DBA:BANCS,1
78511,P1,zos,04:53.0,04:53.0,1,05.04.45 CP1E J0000887  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.2% INUSE SYSJOB,1,110362236,2,ÓÚÊÀÅó,1,2019/5/20 6:00,1+,DBA:BANCS,1
78512,P1,zos,04:53.0,04:53.0,1,05.04.45 CP1E J0000887  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110362237,2,ÓÚÊÀÅó,1,2019/5/20 6:00,1+,DBA:BANCS,1
78513,P1,zos,04:53.0,04:53.0,1,05.04.46 CP1E J0000887  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.7% INUSE SYSJOB,1,110362238,2,ÓÚÊÀÅó,1,2019/5/20 6:00,1+,DBA:BANCS,1
78516,P3,zos,01:57.0,01:57.0,2,06.01.51 CP3C J0184238  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.9% INUSE SYSJOB,1,110362285,2,ÓÚÊÀÅó,1,2019/5/20 7:00,1+,DBA:BOCSY,1
78521,P1,zos,07:45.0,07:45.0,2,10.07.38 CP1E J0018542 *IEF099I JOB A01M9254 WAITING FOR DATA SETS,1,110362563,2,ÓÚÊÀÅó,1,2019/5/20 11:00,1+,IEF099I,1
78525,P3,zos,02:26.0,02:26.0,2,13.02.17 CP3C J0029859  +DBA:BOCSY BIG PARTITION TS FOUND!TSDPTM PART 4 72.9% INUSE SYSJOB,1,110362792,2,ÓÚÊÀÅó,1,2019/5/20 14:00,1+,DBA:BOCSY,1
78528,P1,zos,12:56.0,12:56.0,1,14.12.49 CP1A J0034048 *IEF099I JOB SORTJCL  WAITING FOR DATA SETS,1,110362825,2,ÓÚÊÀÅó,1,2019/5/20 15:00,1+,IEF099I,1
78533,P1,zos,03:57.0,05:19.0,29,18.05.12 CP1E S0008418 *DSNB319A  -DP71 DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP25-SEC,1,110363098,2,ÓÚÊÀÅó,1,2019/5/20 19:00,1+,DSNB319A,1
78534,P1,zos,14:52.0,14:52.0,2,21.14.45 CP1F J0067922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 20 75.4% INUSE SYSJOB,1,110363231,2,ÓÚÊÀÅó,1,2019/5/20 22:00,1+,DBA:BANCS,1
78535,P1,zos,14:48.0,14:48.0,2,21.14.44 CP1F J0067922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 8 70.9% INUSE SYSJOB,1,110363229,2,ÓÚÊÀÅó,1,2019/5/20 22:00,1+,DBA:BANCS,1
78536,P1,zos,14:48.0,14:48.0,2,21.14.44 CP1F J0067922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 1 73.2% INUSE SYSJOB,1,110363228,2,ÓÚÊÀÅó,1,2019/5/20 22:00,1+,DBA:BANCS,1
78537,P1,zos,14:48.0,14:48.0,2,21.14.44 CP1F J0067922  +DBA:BANCS BIG PARTITION TS FOUND!TSPROM PART 16 71.7% INUSE SYSJOB,1,110363230,2,ÓÚÊÀÅó,1,2019/5/20 22:00,1+,DBA:BANCS,1
78538,P1,zos,12:13.0,12:13.0,2,21.12.10 CP1E J0067993 *IEF099I JOB NA100009 WAITING FOR DATA SETS,1,110363227,2,ÓÚÊÀÅó,1,2019/5/20 22:00,1+,IEF099I,1
78539,P2,zos,51:39.0,51:39.0,2,".51.32 CP2C           IOS080I 13FB,A4,TUE72102, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.DATA.UNLO.PAIF.TUE72102",1,110364136,2,ÓÚÊÀÅó,1,2019/5/21 1:00,1+,IOS080I,1
